,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_3_214_W_MM1,1.0,1.0,2.0,3.0,0.0,9.0,1.0,9.0,11.0,6.0,25.0,1.0,3.0,4.0,6.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,5.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,19.0,0.0,7.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,3.0,8.0,3.0,1.0,1.0,2.0,0.0,0.0,7.0,0.0,21.0,2.0,0.0
dapB_1_18_B_MM11,26.0,7.0,29.0,36.0,2.0,7.0,78.0,13.0,7.0,14.0,4.0,54.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,46.0,62.0,10.0,36.0,18.0,135.0,117.0,168.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,14.0,0.0,22.0,2.0,9.0,6.0,15.0,20.0,16.0,8.0,2.0,3.0,3.0,24.0,16.0,3.0,2.0,12.0,155.0,43.0,94.0,37.0,53.0,27.0,8.0,2.0,0.0,0.0,0.0,1.0,86.0,9.0,15.0,1.0,41.0,20.0,0.0,0.0,0.0,0.0,15.0,21.0,32.0,2.0,5.0,0.0,20.0,1.0,1.0,0.0,51.0,53.0,82.0,28.0,23.0,2.0,5.0,44.0,20.0,0.0,0.0,2.0,71.0,137.0,43.0,2.0
dapB_1_18_B_MM13,69.0,15.0,42.0,82.0,1.0,11.0,182.0,22.0,6.0,12.0,7.0,0.0,176.0,21.0,0.0,1.0,50.0,4.0,6.0,1.0,102.0,185.0,56.0,47.0,36.0,141.0,229.0,326.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,30.0,0.0,5.0,6.0,32.0,8.0,18.0,51.0,31.0,30.0,1.0,10.0,23.0,41.0,37.0,8.0,3.0,7.0,220.0,138.0,102.0,107.0,114.0,72.0,17.0,5.0,5.0,1.0,0.0,0.0,231.0,6.0,48.0,3.0,50.0,96.0,1.0,1.0,5.0,0.0,39.0,28.0,40.0,8.0,1.0,0.0,46.0,0.0,0.0,0.0,60.0,119.0,141.0,14.0,45.0,3.0,2.0,31.0,108.0,8.0,0.0,5.0,111.0,184.0,93.0,0.0
dapB_1_18_B_MM14,100.0,7.0,55.0,77.0,0.0,3.0,229.0,2.0,13.0,14.0,2.0,1.0,28.0,329.0,8.0,1.0,41.0,9.0,0.0,1.0,118.0,168.0,37.0,82.0,40.0,264.0,424.0,499.0,0.0,1.0,0.0,0.0,1.0,24.0,5.0,22.0,3.0,8.0,6.0,32.0,15.0,13.0,59.0,15.0,20.0,0.0,18.0,15.0,27.0,10.0,11.0,3.0,0.0,173.0,95.0,135.0,116.0,82.0,62.0,23.0,11.0,0.0,0.0,0.0,0.0,215.0,14.0,66.0,1.0,79.0,83.0,0.0,1.0,2.0,0.0,30.0,54.0,39.0,24.0,0.0,0.0,128.0,0.0,0.0,0.0,69.0,131.0,222.0,22.0,21.0,2.0,2.0,37.0,125.0,1.0,0.0,2.0,56.0,433.0,234.0,1.0
dapB_1_18_B_MM5,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0
dapB_1_18_C,0.0,2.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dapB_3_239_B_MM14,100.0,16.0,34.0,111.0,0.0,0.0,203.0,9.0,8.0,2.0,7.0,13.0,23.0,33.0,13.0,1.0,501.0,0.0,0.0,1.0,116.0,273.0,6.0,25.0,28.0,258.0,349.0,324.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,29.0,0.0,32.0,40.0,53.0,71.0,12.0,36.0,8.0,21.0,2.0,15.0,13.0,42.0,5.0,2.0,9.0,14.0,78.0,62.0,42.0,60.0,54.0,30.0,51.0,11.0,7.0,0.0,0.0,0.0,186.0,3.0,71.0,5.0,97.0,142.0,0.0,0.0,9.0,0.0,30.0,42.0,66.0,18.0,0.0,1.0,57.0,0.0,0.0,0.0,43.0,115.0,225.0,12.0,9.0,0.0,0.0,39.0,109.0,0.0,0.0,1.0,30.0,329.0,164.0,0.0
dapB_3_239_B_MM9,7.0,14.0,17.0,19.0,0.0,1.0,12.0,2.0,7.0,3.0,1.0,10.0,8.0,2.0,0.0,1.0,2.0,26.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,19.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,11.0,3.0,0.0,0.0,5.0,0.0,2.0,3.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,10.0,9.0,1.0,0.0,2.0,2.0,11.0,17.0,0.0
dapB_3_239_C,1.0,10.0,2.0,3.0,0.0,3.0,7.0,8.0,14.0,9.0,0.0,8.0,3.0,18.0,10.0,3.0,2.0,1.0,6.0,0.0,1.0,2.0,0.0,2.0,3.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,3.0,7.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,5.0,4.0,6.0,1.0,10.0,2.0,6.0,6.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0
dapB_3_239_W_MM1,2.0,12.0,7.0,12.0,1.0,3.0,5.0,4.0,6.0,6.0,3.0,2.0,7.0,2.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,4.0,0.0,5.0,15.0,3.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,2.0,4.0,0.0,3.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,16.0,3.0,1.0,1.0,3.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
fake_negC_rand_18,169.0,9.0,59.0,128.0,1.0,2.0,418.0,7.0,9.0,11.0,20.0,36.0,170.0,118.0,24.0,5.0,140.0,0.0,0.0,1.0,965.0,374.0,28.0,141.0,95.0,477.0,406.0,806.0,5.0,0.0,1.0,5.0,0.0,51.0,0.0,48.0,1.0,91.0,58.0,79.0,143.0,64.0,204.0,75.0,45.0,7.0,23.0,88.0,66.0,61.0,19.0,15.0,54.0,192.0,152.0,94.0,92.0,101.0,96.0,113.0,61.0,0.0,0.0,1.0,2.0,433.0,19.0,143.0,15.0,140.0,178.0,9.0,10.0,3.0,0.0,84.0,56.0,123.0,35.0,0.0,1.0,171.0,0.0,1.0,0.0,201.0,253.0,287.0,17.0,62.0,11.0,4.0,77.0,166.0,0.0,0.0,5.0,90.0,486.0,426.0,1.0
fake_negC_rand_28,364.0,40.0,63.0,198.0,2.0,7.0,1355.0,34.0,18.0,15.0,5.0,26.0,68.0,125.0,10.0,5.0,196.0,3.0,7.0,2.0,427.0,2235.0,64.0,250.0,81.0,1229.0,1495.0,2005.0,2.0,6.0,0.0,3.0,0.0,70.0,1.0,59.0,1.0,193.0,97.0,149.0,120.0,28.0,185.0,21.0,25.0,8.0,49.0,16.0,76.0,27.0,18.0,8.0,23.0,350.0,208.0,274.0,158.0,162.0,72.0,127.0,32.0,1.0,0.0,2.0,1.0,631.0,8.0,185.0,20.0,173.0,322.0,0.0,7.0,19.0,0.0,224.0,198.0,193.0,24.0,1.0,0.0,304.0,0.0,0.0,0.0,122.0,547.0,596.0,32.0,48.0,6.0,24.0,59.0,313.0,13.0,0.0,8.0,84.0,2745.0,1335.0,1.0
fake_negC_rand_31,60.0,12.0,10.0,59.0,0.0,2.0,71.0,2.0,6.0,4.0,2.0,5.0,18.0,23.0,1.0,0.0,32.0,0.0,0.0,6.0,30.0,100.0,185.0,27.0,24.0,250.0,196.0,219.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,16.0,1.0,59.0,9.0,40.0,29.0,7.0,25.0,10.0,14.0,1.0,22.0,29.0,15.0,22.0,16.0,4.0,12.0,73.0,31.0,26.0,50.0,15.0,19.0,20.0,12.0,0.0,0.0,10.0,0.0,111.0,4.0,24.0,0.0,26.0,101.0,0.0,1.0,0.0,0.0,14.0,23.0,48.0,3.0,0.0,1.0,41.0,1.0,1.0,0.0,22.0,82.0,29.0,6.0,1.0,3.0,2.0,16.0,39.0,0.0,0.0,3.0,31.0,316.0,306.0,3.0
fake_negC_rand_42,153.0,0.0,12.0,106.0,0.0,2.0,462.0,2.0,8.0,2.0,1.0,4.0,30.0,57.0,3.0,0.0,76.0,1.0,0.0,1.0,202.0,292.0,24.0,557.0,33.0,328.0,521.0,922.0,0.0,0.0,0.0,2.0,3.0,29.0,0.0,33.0,0.0,64.0,65.0,93.0,212.0,78.0,75.0,22.0,37.0,2.0,35.0,11.0,49.0,13.0,11.0,3.0,6.0,114.0,90.0,99.0,63.0,63.0,31.0,39.0,21.0,0.0,0.0,4.0,3.0,332.0,14.0,91.0,6.0,54.0,144.0,0.0,0.0,5.0,0.0,26.0,83.0,72.0,4.0,0.0,0.0,149.0,0.0,1.0,0.0,134.0,220.0,180.0,13.0,27.0,1.0,1.0,48.0,170.0,1.0,0.0,10.0,40.0,643.0,361.0,1.0
fake_negC_rand_43,161.0,10.0,68.0,110.0,2.0,7.0,340.0,10.0,30.0,20.0,2.0,22.0,82.0,72.0,19.0,1.0,100.0,0.0,0.0,0.0,179.0,233.0,53.0,129.0,319.0,469.0,475.0,525.0,1.0,0.0,3.0,2.0,0.0,124.0,14.0,19.0,0.0,33.0,13.0,28.0,32.0,11.0,72.0,51.0,30.0,2.0,33.0,26.0,41.0,17.0,20.0,6.0,45.0,130.0,37.0,112.0,76.0,77.0,55.0,41.0,16.0,4.0,0.0,0.0,1.0,168.0,8.0,48.0,8.0,83.0,73.0,0.0,3.0,10.0,0.0,5.0,41.0,67.0,29.0,0.0,0.0,83.0,0.0,1.0,4.0,86.0,214.0,304.0,18.0,59.0,6.0,5.0,24.0,100.0,1.0,0.0,11.0,38.0,523.0,335.0,0.0
folA_1_56_B_MM10,214.0,56.0,116.0,194.0,14.0,11.0,601.0,41.0,63.0,22.0,10.0,47.0,117.0,233.0,28.0,10.0,296.0,9.0,2.0,9.0,256.0,678.0,70.0,63.0,98.0,4247.0,1767.0,1847.0,1.0,0.0,1.0,24.0,1.0,21.0,13.0,70.0,2.0,237.0,67.0,83.0,278.0,89.0,274.0,123.0,71.0,32.0,94.0,115.0,54.0,115.0,53.0,37.0,106.0,140.0,453.0,85.0,88.0,130.0,43.0,155.0,95.0,6.0,3.0,10.0,2.0,711.0,75.0,320.0,17.0,222.0,299.0,0.0,9.0,41.0,0.0,186.0,159.0,290.0,51.0,10.0,1.0,311.0,0.0,2.0,1.0,204.0,579.0,359.0,34.0,95.0,7.0,15.0,155.0,294.0,0.0,0.0,28.0,472.0,2966.0,1309.0,3.0
folA_1_56_B_MM11,272.0,23.0,115.0,243.0,5.0,12.0,939.0,17.0,35.0,27.0,2.0,19.0,96.0,193.0,28.0,4.0,392.0,22.0,4.0,12.0,398.0,790.0,47.0,203.0,78.0,1794.0,4460.0,1768.0,0.0,1.0,0.0,3.0,0.0,70.0,47.0,128.0,2.0,229.0,144.0,126.0,296.0,81.0,297.0,58.0,72.0,10.0,109.0,103.0,90.0,83.0,44.0,22.0,83.0,353.0,424.0,171.0,191.0,174.0,59.0,181.0,68.0,2.0,1.0,1.0,0.0,976.0,71.0,303.0,46.0,323.0,320.0,1.0,26.0,35.0,0.0,235.0,157.0,204.0,38.0,1.0,0.0,250.0,0.0,4.0,1.0,341.0,705.0,511.0,81.0,120.0,12.0,11.0,106.0,318.0,2.0,0.0,10.0,496.0,2331.0,907.0,0.0
