,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,3031.0,1517.0,2860.0,1444.0,445.0,1561.0,1234.0,1936.0,1589.0,2305.0,1276.0,570.0,1015.0,1440.0,2259.0,394.0,818.0,742.0,1039.0,1838.0,1448.0,1658.0,404.0,357.0,1532.0,4982.0,1987.0,1715.0,1563.0,1188.0,1133.0,1296.0,944.0,494.0,1562.0,204.0,31.0,198.0,198.0,42.0,1208.0,559.0,1645.0,1406.0,1386.0,959.0,502.0,942.0,498.0,1081.0,1069.0,476.0,521.0,1387.0,701.0,1099.0,1173.0,1237.0,1183.0,1432.0,548.0,777.0,368.0,1420.0,186.0,2499.0,845.0,1939.0,989.0,982.0,1155.0,755.0,802.0,1125.0,389.0,1091.0,1267.0,1448.0,1332.0,557.0,868.0,550.0,769.0,760.0,567.0,2255.0,1917.0,1917.0,1123.0,3232.0,1146.0,2475.0,1528.0,556.0,1530.0,321.0,1840.0,1595.0,1206.0,1243.0,3014.0
dapA_1_98_B_MM3,993.0,5099.0,3806.0,2454.0,1227.0,1919.0,2492.0,1613.0,2106.0,2653.0,1157.0,2186.0,1975.0,2125.0,1472.0,1435.0,762.0,1027.0,2173.0,2164.0,1389.0,2665.0,336.0,2075.0,936.0,4311.0,3390.0,4082.0,1905.0,1224.0,1334.0,3696.0,1365.0,2061.0,2316.0,124.0,155.0,1267.0,482.0,380.0,1075.0,584.0,1711.0,783.0,737.0,1183.0,842.0,607.0,1399.0,818.0,588.0,321.0,1103.0,2623.0,2094.0,2192.0,2043.0,1598.0,922.0,1569.0,483.0,1570.0,1038.0,583.0,345.0,2802.0,1027.0,2163.0,921.0,384.0,820.0,783.0,2225.0,2963.0,427.0,1842.0,1325.0,2884.0,905.0,723.0,261.0,679.0,29.0,805.0,721.0,4182.0,1893.0,3420.0,2216.0,2947.0,2257.0,2450.0,2996.0,1663.0,1277.0,92.0,3930.0,3058.0,2925.0,2903.0,1351.0
dapA_1_98_B_MM7,2454.0,1586.0,9289.0,2933.0,2080.0,1905.0,2805.0,2939.0,2627.0,3100.0,1972.0,2630.0,2204.0,1503.0,2118.0,1768.0,708.0,1529.0,1693.0,2970.0,1427.0,3397.0,648.0,579.0,1763.0,7050.0,3805.0,2884.0,2600.0,2162.0,3225.0,2644.0,1722.0,2160.0,2786.0,765.0,140.0,1558.0,420.0,552.0,815.0,1315.0,825.0,1342.0,2097.0,996.0,559.0,1318.0,1379.0,1420.0,948.0,787.0,873.0,1738.0,2307.0,1457.0,2455.0,2436.0,973.0,1794.0,1312.0,1114.0,758.0,942.0,1026.0,3799.0,1610.0,2433.0,1246.0,1645.0,1815.0,904.0,2431.0,2375.0,430.0,1586.0,1619.0,2307.0,1984.0,1482.0,570.0,1600.0,656.0,268.0,773.0,4876.0,3049.0,5302.0,1194.0,3900.0,2984.0,2319.0,2826.0,1425.0,3592.0,676.0,4446.0,2661.0,3062.0,1640.0,3389.0
dapA_1_98_B_MM9,1296.0,1420.0,2207.0,3827.0,1459.0,2596.0,1476.0,1593.0,1984.0,2895.0,1060.0,2054.0,1705.0,1200.0,1525.0,1053.0,1274.0,1061.0,2188.0,1122.0,1601.0,2364.0,832.0,546.0,1459.0,3099.0,2205.0,2732.0,1141.0,1206.0,1517.0,2214.0,881.0,2788.0,2650.0,319.0,197.0,1038.0,740.0,919.0,805.0,732.0,888.0,1663.0,961.0,988.0,630.0,670.0,647.0,1130.0,444.0,309.0,444.0,1563.0,2064.0,1671.0,2768.0,1301.0,683.0,1145.0,919.0,1132.0,575.0,844.0,719.0,2201.0,598.0,1948.0,1527.0,1435.0,1687.0,1375.0,1538.0,2227.0,755.0,1025.0,999.0,2213.0,876.0,646.0,999.0,529.0,117.0,493.0,447.0,3702.0,3343.0,3151.0,2998.0,2583.0,2154.0,2410.0,2052.0,1506.0,1267.0,904.0,3611.0,1198.0,1928.0,2236.0,2201.0
dapA_1_98_C,197.0,1642.0,2090.0,888.0,3231.0,1298.0,1574.0,2024.0,777.0,1513.0,911.0,1856.0,2142.0,1699.0,2220.0,1402.0,666.0,536.0,1751.0,1761.0,727.0,1537.0,690.0,317.0,754.0,3055.0,2273.0,2663.0,627.0,550.0,907.0,1562.0,438.0,1673.0,3193.0,377.0,70.0,361.0,356.0,722.0,210.0,1295.0,998.0,1366.0,654.0,1139.0,678.0,373.0,510.0,1283.0,328.0,464.0,842.0,1693.0,826.0,1223.0,1562.0,798.0,1613.0,359.0,981.0,693.0,235.0,279.0,657.0,2620.0,366.0,935.0,1341.0,953.0,495.0,586.0,696.0,1640.0,362.0,809.0,1395.0,1408.0,793.0,1016.0,1014.0,1674.0,284.0,701.0,874.0,2593.0,1844.0,2468.0,1336.0,1649.0,2610.0,927.0,1161.0,671.0,1077.0,69.0,2154.0,1565.0,1704.0,766.0,2613.0
dapA_1_98_W_MM1,2146.0,805.0,4224.0,1550.0,2364.0,4387.0,1290.0,2256.0,1477.0,3220.0,973.0,1939.0,2104.0,1316.0,2656.0,1333.0,1081.0,927.0,2098.0,1554.0,881.0,3403.0,566.0,312.0,2205.0,4860.0,3720.0,3854.0,2068.0,955.0,1298.0,3504.0,935.0,996.0,1815.0,101.0,793.0,1001.0,195.0,222.0,1149.0,939.0,1565.0,1856.0,827.0,1060.0,668.0,620.0,891.0,523.0,398.0,321.0,916.0,2353.0,2065.0,1020.0,1480.0,2225.0,617.0,1375.0,1732.0,615.0,320.0,198.0,378.0,2523.0,787.0,2130.0,856.0,1139.0,1072.0,719.0,1805.0,3384.0,934.0,2526.0,716.0,1311.0,729.0,766.0,1889.0,597.0,180.0,475.0,345.0,4201.0,1602.0,1771.0,1479.0,2971.0,6198.0,2906.0,3025.0,841.0,6151.0,621.0,4649.0,3831.0,2792.0,2934.0,3277.0
dapA_3_214_B_MM14,1029.0,1556.0,1680.0,2363.0,1562.0,1812.0,4087.0,1749.0,1528.0,1403.0,1841.0,1691.0,2251.0,1250.0,1290.0,1221.0,329.0,748.0,1619.0,1276.0,1305.0,1937.0,670.0,2030.0,517.0,5281.0,2943.0,2594.0,1499.0,2078.0,1935.0,1259.0,724.0,1441.0,2152.0,174.0,282.0,625.0,398.0,447.0,258.0,1021.0,841.0,1020.0,1073.0,636.0,721.0,594.0,823.0,971.0,1074.0,258.0,1429.0,2126.0,851.0,2583.0,2208.0,1202.0,1007.0,706.0,1684.0,1209.0,334.0,480.0,254.0,1908.0,1170.0,1212.0,1977.0,768.0,1172.0,856.0,1472.0,1948.0,453.0,1464.0,942.0,943.0,1358.0,516.0,121.0,2189.0,440.0,774.0,579.0,2315.0,2529.0,2196.0,1423.0,3284.0,1635.0,1853.0,2242.0,967.0,1910.0,772.0,1075.0,2844.0,2356.0,480.0,3661.0
dapA_3_214_B_MM6,1310.0,3252.0,3162.0,1422.0,1584.0,2458.0,2725.0,5523.0,1472.0,3241.0,1335.0,3264.0,3602.0,3647.0,2585.0,1245.0,1108.0,1027.0,2317.0,1779.0,1230.0,4443.0,849.0,1318.0,3533.0,6038.0,3378.0,5014.0,1456.0,2218.0,3011.0,2701.0,1198.0,3611.0,4664.0,659.0,562.0,178.0,346.0,75.0,800.0,393.0,2705.0,1213.0,1366.0,1345.0,1079.0,1888.0,1642.0,1061.0,829.0,499.0,1251.0,2856.0,2057.0,3094.0,3678.0,2402.0,561.0,2123.0,1673.0,1954.0,242.0,653.0,292.0,3485.0,1771.0,1727.0,1096.0,1310.0,1271.0,1173.0,2311.0,3553.0,459.0,2683.0,1245.0,3155.0,2323.0,999.0,1427.0,1437.0,584.0,939.0,727.0,5946.0,2578.0,5439.0,2521.0,4606.0,3046.0,3716.0,2084.0,1404.0,3195.0,1268.0,5943.0,2484.0,4891.0,3024.0,3730.0
dapA_3_214_B_MM9,801.0,1371.0,1226.0,1861.0,653.0,1941.0,1764.0,2201.0,3388.0,2143.0,640.0,1762.0,1472.0,2025.0,1563.0,497.0,424.0,334.0,2214.0,1114.0,492.0,1506.0,437.0,1220.0,743.0,2875.0,2357.0,3016.0,1150.0,1703.0,1404.0,1893.0,601.0,1098.0,2035.0,250.0,418.0,539.0,425.0,422.0,363.0,434.0,1280.0,1166.0,116.0,852.0,751.0,1502.0,878.0,1456.0,737.0,263.0,789.0,1062.0,1287.0,1438.0,1392.0,1203.0,990.0,1061.0,981.0,1217.0,186.0,551.0,223.0,1832.0,540.0,1474.0,1265.0,1690.0,636.0,875.0,989.0,1842.0,690.0,1583.0,925.0,1691.0,791.0,499.0,907.0,1071.0,291.0,412.0,743.0,2125.0,2689.0,3563.0,1636.0,3026.0,2326.0,1978.0,1418.0,1158.0,873.0,8.0,3782.0,1130.0,1186.0,929.0,1656.0
dapA_3_214_C,2809.0,4044.0,4221.0,2511.0,1618.0,2752.0,3153.0,5053.0,2530.0,10700.0,5349.0,3151.0,3939.0,2006.0,4399.0,1256.0,1473.0,1436.0,3072.0,3049.0,2274.0,3455.0,594.0,1588.0,1745.0,6247.0,5602.0,6401.0,2131.0,1834.0,2278.0,2484.0,1843.0,1707.0,2187.0,611.0,391.0,816.0,280.0,452.0,1930.0,1319.0,3326.0,2582.0,1754.0,1582.0,942.0,1726.0,1227.0,1680.0,1086.0,147.0,1620.0,3991.0,1984.0,1797.0,2579.0,3216.0,1682.0,1942.0,781.0,973.0,526.0,466.0,560.0,4954.0,1747.0,2720.0,1480.0,2474.0,1431.0,1283.0,1093.0,3713.0,1041.0,1960.0,1766.0,2507.0,2249.0,1367.0,525.0,1314.0,981.0,1250.0,1685.0,5664.0,3129.0,5746.0,3919.0,3875.0,2838.0,4315.0,3516.0,1759.0,4658.0,124.0,4492.0,2465.0,6059.0,2851.0,5076.0
