,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,9022.0,282.0,771.0,1798.0,27.0,117.0,11082.0,103.0,483.0,44.0,13.0,154.0,376.0,2172.0,74.0,71.0,2001.0,77.0,4.0,29.0,4556.0,5862.0,2562.0,3952.0,704.0,8080.0,12199.0,12620.0,0.0,1.0,0.0,11.0,0.0,1069.0,6.0,1238.0,0.0,1776.0,583.0,1079.0,2439.0,343.0,2597.0,630.0,491.0,76.0,439.0,641.0,969.0,543.0,267.0,427.0,361.0,3389.0,2055.0,1586.0,1540.0,1084.0,263.0,663.0,785.0,6.0,60.0,0.0,16.0,6790.0,135.0,1753.0,138.0,2158.0,2533.0,49.0,41.0,184.0,0.0,470.0,1429.0,1249.0,259.0,90.0,28.0,2768.0,2.0,50.0,1.0,1677.0,6733.0,5622.0,330.0,858.0,110.0,41.0,2116.0,2387.0,36.0,2.0,32.0,1123.0,12539.0,6247.0,63.0
dapA_1_98_B_MM3,181.0,888.0,653.0,1074.0,26.0,23.0,506.0,51.0,55.0,152.0,2.0,191.0,171.0,538.0,218.0,23.0,262.0,65.0,143.0,237.0,89.0,369.0,70.0,93.0,254.0,1048.0,568.0,909.0,0.0,0.0,0.0,11.0,10.0,250.0,25.0,4.0,0.0,224.0,28.0,65.0,195.0,20.0,175.0,56.0,67.0,3.0,33.0,88.0,195.0,51.0,40.0,0.0,53.0,152.0,111.0,211.0,124.0,403.0,60.0,218.0,120.0,119.0,18.0,61.0,2.0,503.0,65.0,593.0,70.0,114.0,383.0,0.0,69.0,99.0,0.0,160.0,402.0,382.0,99.0,9.0,0.0,65.0,7.0,28.0,23.0,413.0,177.0,187.0,89.0,374.0,57.0,31.0,200.0,59.0,3.0,1.0,35.0,71.0,468.0,487.0,0.0
dapA_1_98_B_MM7,829.0,271.0,3659.0,919.0,48.0,228.0,1093.0,59.0,114.0,95.0,157.0,407.0,891.0,942.0,594.0,65.0,646.0,617.0,160.0,258.0,359.0,1662.0,123.0,99.0,819.0,4659.0,3456.0,2743.0,417.0,2.0,9.0,27.0,0.0,849.0,55.0,376.0,0.0,524.0,305.0,294.0,559.0,262.0,85.0,71.0,329.0,127.0,139.0,196.0,183.0,236.0,94.0,47.0,104.0,1032.0,776.0,709.0,557.0,734.0,578.0,499.0,231.0,16.0,18.0,50.0,18.0,1568.0,132.0,1195.0,280.0,308.0,428.0,1.0,166.0,144.0,2.0,489.0,749.0,1440.0,438.0,16.0,0.0,115.0,0.0,60.0,8.0,1019.0,1226.0,1681.0,569.0,523.0,116.0,112.0,197.0,102.0,1.0,0.0,21.0,284.0,2880.0,1104.0,13.0
dapA_1_98_B_MM9,2436.0,688.0,1025.0,7063.0,25.0,72.0,3102.0,137.0,91.0,69.0,27.0,323.0,662.0,2076.0,350.0,90.0,2076.0,236.0,207.0,275.0,1372.0,7200.0,593.0,1190.0,1061.0,8579.0,10335.0,9996.0,2.0,0.0,26.0,7.0,0.0,1563.0,403.0,674.0,26.0,786.0,734.0,836.0,2939.0,499.0,1507.0,327.0,632.0,19.0,479.0,486.0,61.0,1758.0,317.0,111.0,370.0,4052.0,2509.0,2342.0,1581.0,1159.0,547.0,1159.0,326.0,31.0,30.0,12.0,0.0,6288.0,282.0,1661.0,348.0,1042.0,3095.0,1.0,507.0,375.0,0.0,886.0,2084.0,1278.0,290.0,3.0,0.0,831.0,17.0,52.0,3.0,1732.0,5339.0,3475.0,348.0,753.0,131.0,60.0,454.0,652.0,1.0,0.0,90.0,1114.0,7020.0,6084.0,25.0
dapA_1_98_C,72.0,58.0,32.0,20.0,225.0,17.0,168.0,2.0,7.0,5.0,9.0,36.0,20.0,113.0,449.0,80.0,10.0,0.0,109.0,13.0,84.0,121.0,16.0,22.0,3.0,316.0,24.0,90.0,13.0,0.0,2.0,28.0,0.0,4.0,46.0,1.0,0.0,41.0,1.0,58.0,16.0,1.0,40.0,1.0,33.0,0.0,1.0,1.0,36.0,60.0,3.0,1.0,36.0,19.0,21.0,61.0,30.0,32.0,42.0,30.0,255.0,34.0,0.0,37.0,172.0,116.0,99.0,23.0,20.0,29.0,8.0,0.0,33.0,62.0,0.0,2.0,73.0,316.0,49.0,0.0,0.0,32.0,1.0,10.0,1.0,29.0,61.0,65.0,77.0,33.0,201.0,13.0,86.0,7.0,11.0,0.0,19.0,9.0,20.0,24.0,6.0
dapA_1_98_W_MM1,124.0,174.0,97.0,91.0,3.0,437.0,49.0,318.0,72.0,105.0,57.0,793.0,38.0,268.0,322.0,39.0,42.0,72.0,160.0,38.0,88.0,22.0,26.0,5.0,12.0,274.0,1477.0,144.0,3.0,0.0,0.0,14.0,0.0,56.0,1.0,43.0,0.0,22.0,3.0,0.0,64.0,3.0,14.0,7.0,13.0,29.0,2.0,49.0,7.0,67.0,41.0,121.0,60.0,96.0,182.0,45.0,41.0,86.0,37.0,138.0,312.0,198.0,2.0,29.0,52.0,103.0,0.0,89.0,31.0,25.0,99.0,8.0,58.0,103.0,0.0,105.0,54.0,34.0,43.0,0.0,0.0,41.0,0.0,5.0,28.0,104.0,81.0,281.0,5.0,211.0,569.0,35.0,141.0,88.0,1.0,0.0,4.0,33.0,128.0,333.0,4.0
dapA_3_214_B_MM14,6738.0,286.0,945.0,3268.0,6.0,48.0,30019.0,127.0,309.0,59.0,257.0,784.0,1200.0,3027.0,276.0,177.0,3805.0,44.0,45.0,231.0,4480.0,13295.0,1244.0,4588.0,2702.0,20336.0,16152.0,25429.0,1.0,1.0,15.0,274.0,3.0,2668.0,59.0,1377.0,0.0,4093.0,621.0,2730.0,2330.0,1111.0,4059.0,909.0,1658.0,269.0,1514.0,956.0,4903.0,1543.0,839.0,388.0,1254.0,5767.0,6326.0,1890.0,1582.0,2590.0,493.0,1837.0,445.0,168.0,11.0,44.0,23.0,8404.0,532.0,2989.0,257.0,4030.0,6158.0,196.0,114.0,315.0,0.0,1750.0,2593.0,2097.0,683.0,6.0,0.0,4329.0,0.0,61.0,12.0,4712.0,9678.0,9298.0,835.0,2446.0,123.0,72.0,1875.0,9011.0,3.0,0.0,75.0,3891.0,25341.0,19409.0,26.0
dapA_3_214_B_MM6,44.0,72.0,35.0,96.0,7.0,10.0,348.0,812.0,655.0,290.0,99.0,490.0,330.0,408.0,282.0,24.0,175.0,99.0,179.0,142.0,65.0,252.0,46.0,11.0,68.0,529.0,575.0,469.0,0.0,5.0,7.0,8.0,0.0,273.0,46.0,18.0,33.0,155.0,103.0,325.0,74.0,4.0,76.0,80.0,29.0,88.0,13.0,37.0,1.0,94.0,11.0,18.0,89.0,276.0,119.0,80.0,120.0,49.0,50.0,220.0,182.0,52.0,32.0,2.0,0.0,385.0,122.0,292.0,56.0,70.0,21.0,28.0,50.0,106.0,0.0,165.0,166.0,442.0,106.0,7.0,7.0,50.0,0.0,6.0,0.0,614.0,658.0,154.0,166.0,351.0,126.0,111.0,100.0,51.0,1.0,0.0,36.0,94.0,354.0,266.0,0.0
dapA_3_214_B_MM9,344.0,17.0,85.0,97.0,0.0,33.0,414.0,135.0,976.0,265.0,83.0,296.0,391.0,415.0,468.0,82.0,109.0,131.0,251.0,159.0,148.0,419.0,14.0,14.0,233.0,878.0,841.0,935.0,0.0,0.0,6.0,1.0,0.0,240.0,70.0,17.0,266.0,87.0,111.0,36.0,112.0,14.0,429.0,24.0,78.0,104.0,34.0,139.0,16.0,138.0,194.0,0.0,195.0,262.0,113.0,107.0,123.0,98.0,85.0,215.0,149.0,32.0,137.0,43.0,59.0,365.0,94.0,496.0,35.0,189.0,116.0,11.0,67.0,276.0,0.0,116.0,93.0,546.0,350.0,93.0,0.0,109.0,12.0,92.0,31.0,472.0,341.0,391.0,298.0,634.0,36.0,9.0,126.0,111.0,24.0,0.0,21.0,77.0,731.0,250.0,23.0
dapA_3_214_C,77.0,105.0,63.0,155.0,9.0,25.0,129.0,421.0,452.0,336.0,252.0,207.0,243.0,110.0,132.0,339.0,28.0,56.0,155.0,260.0,172.0,513.0,33.0,42.0,19.0,293.0,185.0,411.0,15.0,8.0,26.0,66.0,0.0,286.0,46.0,25.0,0.0,56.0,32.0,8.0,45.0,33.0,60.0,18.0,11.0,79.0,36.0,115.0,66.0,56.0,80.0,28.0,28.0,70.0,125.0,76.0,116.0,103.0,65.0,188.0,189.0,53.0,101.0,42.0,26.0,459.0,75.0,119.0,50.0,51.0,26.0,389.0,252.0,99.0,0.0,84.0,87.0,264.0,35.0,43.0,0.0,54.0,0.0,0.0,0.0,175.0,270.0,218.0,252.0,220.0,174.0,94.0,145.0,48.0,0.0,0.0,41.0,131.0,342.0,130.0,1.0
