,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,6885.0,1063.0,1805.0,1785.0,153.0,400.0,3195.0,836.0,846.0,734.0,379.0,632.0,1419.0,1187.0,689.0,467.0,1315.0,918.0,291.0,249.0,3180.0,3576.0,508.0,983.0,1327.0,9005.0,4950.0,5727.0,25.0,4.0,16.0,68.0,14.0,950.0,232.0,686.0,3.0,463.0,658.0,418.0,1901.0,852.0,1946.0,950.0,1168.0,276.0,440.0,951.0,773.0,964.0,682.0,310.0,582.0,1895.0,1586.0,1120.0,1313.0,2064.0,611.0,2019.0,628.0,75.0,25.0,17.0,49.0,5652.0,473.0,2286.0,189.0,1959.0,1857.0,40.0,122.0,401.0,19.0,970.0,1598.0,1636.0,435.0,47.0,35.0,2783.0,162.0,215.0,36.0,1780.0,3197.0,4035.0,636.0,1884.0,422.0,341.0,2418.0,1942.0,38.0,7.0,354.0,1412.0,4180.0,4911.0,264.0
dapA_1_98_B_MM3,321.0,2860.0,2157.0,1363.0,582.0,872.0,1884.0,467.0,560.0,701.0,562.0,692.0,1434.0,1387.0,1260.0,512.0,299.0,571.0,716.0,962.0,602.0,1297.0,257.0,808.0,753.0,2271.0,1653.0,2577.0,2.0,14.0,8.0,129.0,90.0,812.0,134.0,90.0,12.0,560.0,324.0,229.0,509.0,261.0,872.0,429.0,352.0,409.0,170.0,265.0,257.0,331.0,232.0,172.0,563.0,1142.0,647.0,1104.0,726.0,532.0,330.0,942.0,606.0,341.0,157.0,43.0,23.0,2361.0,258.0,1145.0,413.0,333.0,767.0,10.0,528.0,910.0,1.0,865.0,743.0,2027.0,316.0,2.0,11.0,520.0,21.0,86.0,116.0,2107.0,1221.0,1903.0,602.0,1079.0,859.0,337.0,1459.0,707.0,11.0,5.0,428.0,544.0,1407.0,1776.0,65.0
dapA_1_98_B_MM7,1555.0,897.0,7794.0,3338.0,544.0,312.0,3195.0,1008.0,925.0,763.0,533.0,1299.0,2038.0,1645.0,1484.0,437.0,777.0,1086.0,317.0,691.0,1017.0,3234.0,435.0,420.0,1607.0,4441.0,3896.0,3157.0,79.0,2.0,84.0,61.0,7.0,860.0,127.0,649.0,46.0,1300.0,421.0,1024.0,621.0,796.0,755.0,658.0,954.0,345.0,243.0,651.0,384.0,691.0,304.0,364.0,626.0,1320.0,1631.0,834.0,1398.0,1892.0,877.0,1759.0,956.0,207.0,87.0,190.0,70.0,3917.0,692.0,2283.0,1162.0,775.0,2120.0,24.0,483.0,999.0,9.0,916.0,1636.0,1311.0,600.0,135.0,68.0,842.0,16.0,100.0,171.0,2866.0,2335.0,3809.0,556.0,2187.0,552.0,288.0,1330.0,947.0,130.0,84.0,826.0,881.0,2774.0,2315.0,251.0
dapA_1_98_B_MM9,2913.0,888.0,3063.0,5781.0,370.0,991.0,5000.0,748.0,713.0,762.0,411.0,1419.0,1868.0,1538.0,1177.0,487.0,2048.0,765.0,881.0,472.0,2512.0,3802.0,586.0,1373.0,2174.0,5835.0,5367.0,6844.0,44.0,23.0,43.0,7.0,41.0,2069.0,156.0,962.0,41.0,951.0,584.0,2102.0,1695.0,945.0,1018.0,914.0,697.0,151.0,354.0,604.0,317.0,919.0,246.0,245.0,649.0,1985.0,2547.0,1573.0,2649.0,786.0,1089.0,1583.0,1130.0,108.0,112.0,186.0,27.0,4732.0,811.0,2712.0,979.0,1964.0,3582.0,155.0,316.0,753.0,15.0,961.0,1417.0,2194.0,532.0,98.0,67.0,899.0,74.0,74.0,110.0,2737.0,4958.0,3978.0,1036.0,1740.0,330.0,389.0,1689.0,1157.0,57.0,62.0,569.0,783.0,4367.0,5042.0,190.0
dapA_1_98_C,84.0,392.0,886.0,369.0,1254.0,380.0,646.0,790.0,251.0,570.0,194.0,1039.0,750.0,534.0,1065.0,724.0,225.0,45.0,597.0,405.0,283.0,475.0,42.0,104.0,163.0,989.0,717.0,1674.0,37.0,23.0,13.0,165.0,0.0,288.0,202.0,50.0,51.0,73.0,65.0,240.0,63.0,138.0,252.0,190.0,302.0,288.0,85.0,212.0,100.0,440.0,93.0,75.0,260.0,588.0,224.0,144.0,359.0,239.0,529.0,177.0,292.0,226.0,20.0,23.0,50.0,648.0,137.0,385.0,262.0,231.0,239.0,26.0,248.0,733.0,8.0,232.0,396.0,670.0,261.0,13.0,60.0,386.0,20.0,117.0,164.0,693.0,477.0,810.0,533.0,563.0,427.0,226.0,236.0,217.0,60.0,1.0,287.0,255.0,632.0,171.0,291.0
dapA_1_98_W_MM1,688.0,253.0,991.0,354.0,347.0,1624.0,721.0,706.0,392.0,933.0,404.0,719.0,1368.0,677.0,1128.0,737.0,132.0,185.0,383.0,658.0,346.0,907.0,60.0,109.0,977.0,1477.0,1291.0,1542.0,144.0,32.0,4.0,263.0,0.0,308.0,212.0,40.0,151.0,643.0,91.0,96.0,330.0,341.0,481.0,273.0,135.0,141.0,205.0,184.0,163.0,308.0,87.0,133.0,296.0,465.0,434.0,279.0,635.0,971.0,163.0,400.0,713.0,366.0,37.0,91.0,139.0,839.0,169.0,591.0,348.0,318.0,529.0,47.0,442.0,693.0,57.0,783.0,114.0,518.0,145.0,20.0,16.0,252.0,75.0,27.0,78.0,1339.0,616.0,895.0,255.0,1063.0,1477.0,549.0,1393.0,404.0,263.0,0.0,582.0,689.0,1061.0,822.0,179.0
dapA_3_214_B_MM14,2698.0,1312.0,2023.0,4444.0,411.0,763.0,18170.0,1037.0,1023.0,425.0,543.0,1128.0,2583.0,2255.0,647.0,572.0,1343.0,325.0,323.0,310.0,4042.0,6069.0,1788.0,3436.0,1461.0,11287.0,9455.0,9616.0,16.0,51.0,59.0,96.0,72.0,2033.0,165.0,699.0,12.0,1823.0,1083.0,663.0,1528.0,2733.0,2262.0,1815.0,1530.0,306.0,1206.0,977.0,1690.0,1297.0,1110.0,429.0,7546.0,5262.0,2807.0,2732.0,1997.0,2343.0,1566.0,1461.0,1963.0,247.0,27.0,31.0,48.0,6877.0,995.0,3188.0,1094.0,3383.0,2667.0,173.0,231.0,660.0,0.0,2505.0,2445.0,1784.0,647.0,25.0,65.0,6300.0,80.0,225.0,96.0,4137.0,8039.0,6310.0,1391.0,2600.0,801.0,511.0,3554.0,3197.0,121.0,15.0,453.0,4218.0,13306.0,2780.0,237.0
dapA_3_214_B_MM6,673.0,1237.0,638.0,364.0,308.0,417.0,1693.0,3324.0,1164.0,1171.0,464.0,1403.0,2360.0,1847.0,1039.0,420.0,185.0,514.0,659.0,767.0,617.0,1895.0,86.0,262.0,1420.0,3210.0,1914.0,2542.0,5.0,29.0,306.0,72.0,39.0,1412.0,404.0,676.0,106.0,94.0,102.0,91.0,437.0,369.0,676.0,397.0,461.0,49.0,402.0,346.0,521.0,225.0,402.0,70.0,384.0,1076.0,907.0,1158.0,1162.0,1624.0,314.0,1091.0,878.0,216.0,88.0,179.0,9.0,2176.0,1002.0,1026.0,624.0,338.0,848.0,25.0,577.0,1456.0,7.0,919.0,737.0,1903.0,718.0,55.0,138.0,1190.0,97.0,214.0,119.0,2871.0,1493.0,2223.0,1281.0,1356.0,430.0,756.0,913.0,426.0,26.0,19.0,619.0,360.0,2369.0,1970.0,513.0
dapA_3_214_B_MM9,641.0,429.0,309.0,404.0,222.0,445.0,1216.0,1347.0,3387.0,748.0,342.0,1037.0,1019.0,1149.0,820.0,327.0,210.0,166.0,809.0,512.0,728.0,826.0,90.0,346.0,894.0,1726.0,1579.0,2123.0,100.0,11.0,26.0,11.0,1.0,631.0,214.0,142.0,66.0,295.0,276.0,354.0,324.0,294.0,586.0,673.0,143.0,250.0,194.0,283.0,395.0,352.0,497.0,171.0,244.0,783.0,642.0,959.0,703.0,667.0,338.0,791.0,921.0,378.0,111.0,43.0,13.0,1196.0,244.0,841.0,594.0,1026.0,589.0,19.0,268.0,620.0,1.0,997.0,714.0,1143.0,369.0,48.0,97.0,314.0,44.0,64.0,66.0,1174.0,1858.0,1819.0,386.0,1266.0,203.0,232.0,761.0,373.0,48.0,0.0,283.0,169.0,939.0,411.0,59.0
dapA_3_214_C,925.0,885.0,797.0,652.0,335.0,848.0,1139.0,2216.0,1184.0,3450.0,1301.0,1665.0,1636.0,1050.0,1827.0,279.0,747.0,347.0,595.0,1281.0,529.0,687.0,117.0,207.0,863.0,2714.0,1887.0,2675.0,5.0,87.0,95.0,57.0,53.0,609.0,526.0,166.0,291.0,159.0,154.0,102.0,622.0,195.0,760.0,525.0,301.0,137.0,261.0,581.0,221.0,410.0,248.0,93.0,440.0,1322.0,470.0,631.0,665.0,1107.0,311.0,689.0,402.0,30.0,89.0,90.0,37.0,1555.0,532.0,1178.0,383.0,710.0,593.0,252.0,195.0,1272.0,64.0,814.0,469.0,1208.0,524.0,115.0,32.0,409.0,188.0,279.0,152.0,2185.0,1193.0,1911.0,1057.0,1058.0,374.0,591.0,1337.0,568.0,200.0,5.0,309.0,399.0,2193.0,1192.0,97.0
