,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,6165.0,611.0,1874.0,1571.0,378.0,370.0,6436.0,753.0,1695.0,624.0,257.0,519.0,484.0,1555.0,425.0,335.0,1179.0,133.0,333.0,170.0,1826.0,3728.0,1867.0,1794.0,926.0,5592.0,5659.0,5659.0,81.0,9.0,23.0,240.0,5.0,1118.0,171.0,912.0,10.0,852.0,355.0,797.0,1701.0,630.0,2169.0,826.0,613.0,107.0,667.0,926.0,969.0,712.0,251.0,453.0,849.0,2720.0,1653.0,1790.0,1266.0,987.0,316.0,976.0,870.0,423.0,31.0,6.0,52.0,4720.0,367.0,1440.0,387.0,1109.0,1642.0,16.0,109.0,548.0,0.0,697.0,1031.0,1132.0,547.0,53.0,25.0,1369.0,6.0,125.0,32.0,2093.0,3380.0,3930.0,693.0,1432.0,487.0,275.0,2411.0,1316.0,64.0,39.0,438.0,893.0,5580.0,2872.0,190.0
dapA_1_98_B_MM3,776.0,2842.0,1065.0,1955.0,398.0,357.0,1746.0,540.0,505.0,832.0,302.0,882.0,1124.0,1083.0,1066.0,396.0,491.0,162.0,687.0,892.0,425.0,1234.0,236.0,255.0,1137.0,2261.0,2502.0,2054.0,29.0,19.0,6.0,19.0,108.0,1038.0,267.0,21.0,31.0,264.0,259.0,379.0,448.0,533.0,714.0,279.0,288.0,82.0,243.0,509.0,199.0,542.0,221.0,30.0,254.0,1079.0,495.0,850.0,771.0,1518.0,313.0,1126.0,591.0,198.0,94.0,70.0,8.0,1410.0,596.0,1262.0,301.0,521.0,860.0,17.0,213.0,733.0,11.0,626.0,702.0,981.0,472.0,32.0,64.0,525.0,103.0,61.0,67.0,1639.0,661.0,1001.0,495.0,1735.0,412.0,495.0,885.0,177.0,73.0,0.0,291.0,344.0,1363.0,1254.0,74.0
dapA_1_98_B_MM7,1554.0,4441.0,6442.0,1495.0,361.0,530.0,2000.0,971.0,813.0,819.0,622.0,902.0,1628.0,1332.0,1053.0,597.0,1015.0,1429.0,508.0,967.0,1815.0,2525.0,355.0,470.0,1645.0,6782.0,3848.0,3958.0,107.0,10.0,47.0,62.0,20.0,2069.0,189.0,763.0,20.0,709.0,472.0,483.0,1203.0,547.0,554.0,572.0,447.0,187.0,410.0,560.0,373.0,422.0,332.0,271.0,221.0,1837.0,1944.0,1080.0,1083.0,1816.0,986.0,959.0,1058.0,145.0,14.0,61.0,19.0,3269.0,472.0,2121.0,625.0,731.0,1078.0,111.0,617.0,503.0,30.0,1099.0,963.0,1825.0,267.0,47.0,30.0,621.0,94.0,359.0,67.0,2086.0,1745.0,3373.0,1137.0,919.0,553.0,292.0,503.0,536.0,87.0,39.0,670.0,959.0,4082.0,2501.0,370.0
dapA_1_98_B_MM9,2008.0,1256.0,2080.0,6077.0,272.0,495.0,2047.0,602.0,460.0,807.0,312.0,989.0,828.0,2019.0,780.0,158.0,1512.0,284.0,575.0,611.0,827.0,4932.0,589.0,1459.0,1953.0,6077.0,7019.0,4805.0,13.0,92.0,32.0,9.0,0.0,1682.0,293.0,588.0,65.0,773.0,307.0,712.0,2553.0,620.0,1808.0,1359.0,788.0,60.0,919.0,939.0,169.0,470.0,1020.0,156.0,848.0,2820.0,2700.0,1843.0,1525.0,1293.0,702.0,1472.0,422.0,101.0,40.0,120.0,3.0,3984.0,415.0,1692.0,454.0,683.0,2322.0,51.0,583.0,787.0,21.0,1387.0,1590.0,1625.0,481.0,115.0,36.0,874.0,130.0,75.0,5.0,2515.0,3272.0,3769.0,753.0,1737.0,742.0,369.0,739.0,1488.0,96.0,1.0,391.0,1491.0,3433.0,3291.0,172.0
dapA_1_98_C,333.0,657.0,842.0,108.0,922.0,505.0,426.0,353.0,279.0,149.0,326.0,602.0,295.0,315.0,1103.0,255.0,139.0,200.0,401.0,437.0,232.0,292.0,90.0,103.0,753.0,1003.0,588.0,591.0,29.0,17.0,40.0,52.0,7.0,445.0,151.0,61.0,54.0,412.0,18.0,157.0,209.0,70.0,137.0,104.0,211.0,74.0,154.0,94.0,133.0,182.0,65.0,37.0,304.0,315.0,200.0,331.0,234.0,201.0,309.0,200.0,399.0,110.0,53.0,130.0,1.0,406.0,71.0,241.0,317.0,290.0,179.0,25.0,284.0,395.0,1.0,148.0,108.0,513.0,161.0,18.0,49.0,381.0,103.0,93.0,0.0,479.0,466.0,508.0,76.0,725.0,700.0,186.0,466.0,405.0,28.0,10.0,357.0,299.0,311.0,518.0,25.0
dapA_1_98_W_MM1,249.0,417.0,725.0,621.0,40.0,1792.0,410.0,771.0,626.0,728.0,319.0,955.0,619.0,964.0,987.0,158.0,123.0,113.0,317.0,381.0,650.0,773.0,283.0,124.0,554.0,1497.0,1315.0,1140.0,98.0,25.0,17.0,83.0,1.0,334.0,152.0,163.0,95.0,116.0,75.0,261.0,166.0,72.0,325.0,396.0,103.0,123.0,219.0,383.0,184.0,277.0,216.0,107.0,359.0,363.0,475.0,300.0,601.0,757.0,266.0,377.0,1000.0,427.0,237.0,115.0,179.0,740.0,145.0,834.0,178.0,181.0,392.0,21.0,349.0,806.0,20.0,442.0,288.0,592.0,462.0,61.0,0.0,322.0,22.0,36.0,125.0,1087.0,496.0,994.0,152.0,823.0,826.0,132.0,412.0,400.0,87.0,12.0,260.0,380.0,718.0,770.0,229.0
dapA_3_214_B_MM14,3491.0,934.0,1426.0,2192.0,152.0,434.0,13386.0,1223.0,1671.0,804.0,869.0,909.0,1289.0,2178.0,1437.0,353.0,1472.0,206.0,241.0,539.0,2844.0,6530.0,844.0,2229.0,2984.0,10468.0,6396.0,10529.0,21.0,7.0,74.0,176.0,35.0,2774.0,110.0,614.0,29.0,2040.0,380.0,1521.0,969.0,1180.0,2454.0,983.0,1073.0,365.0,1396.0,1322.0,3394.0,2209.0,1049.0,325.0,2547.0,4757.0,4164.0,1949.0,1929.0,2406.0,392.0,1545.0,1086.0,93.0,49.0,276.0,8.0,3976.0,625.0,3088.0,1086.0,2060.0,4076.0,168.0,167.0,1302.0,6.0,1671.0,1662.0,1763.0,823.0,93.0,43.0,2184.0,58.0,287.0,213.0,3463.0,5514.0,6459.0,1250.0,3449.0,614.0,470.0,2597.0,4803.0,55.0,3.0,220.0,2142.0,8656.0,7203.0,227.0
dapA_3_214_B_MM6,705.0,827.0,412.0,809.0,491.0,410.0,1551.0,4082.0,1628.0,1405.0,613.0,2235.0,1455.0,1725.0,1205.0,455.0,388.0,396.0,830.0,1096.0,470.0,1270.0,121.0,192.0,1187.0,3099.0,1672.0,1916.0,29.0,23.0,99.0,254.0,2.0,1293.0,283.0,105.0,36.0,513.0,415.0,197.0,464.0,49.0,667.0,600.0,224.0,184.0,336.0,375.0,249.0,555.0,265.0,77.0,655.0,745.0,775.0,646.0,574.0,766.0,540.0,1106.0,1375.0,176.0,386.0,187.0,102.0,1409.0,829.0,1638.0,454.0,323.0,583.0,22.0,392.0,734.0,6.0,966.0,555.0,1964.0,356.0,37.0,136.0,368.0,51.0,171.0,41.0,1782.0,1565.0,1828.0,958.0,2047.0,484.0,908.0,386.0,776.0,26.0,7.0,880.0,664.0,1458.0,893.0,237.0
dapA_3_214_B_MM9,594.0,158.0,826.0,365.0,138.0,505.0,850.0,872.0,3045.0,1034.0,652.0,734.0,646.0,950.0,786.0,375.0,311.0,241.0,814.0,777.0,716.0,986.0,82.0,77.0,772.0,1737.0,1857.0,2206.0,23.0,5.0,31.0,17.0,13.0,922.0,462.0,178.0,48.0,397.0,307.0,229.0,323.0,89.0,626.0,368.0,165.0,334.0,148.0,385.0,628.0,443.0,383.0,37.0,539.0,908.0,465.0,890.0,473.0,329.0,455.0,631.0,289.0,152.0,140.0,40.0,38.0,1217.0,476.0,1002.0,325.0,392.0,375.0,18.0,183.0,641.0,6.0,518.0,296.0,1439.0,671.0,52.0,32.0,264.0,77.0,80.0,205.0,1364.0,1078.0,1690.0,535.0,1251.0,310.0,359.0,980.0,337.0,84.0,0.0,132.0,158.0,1205.0,1303.0,152.0
dapA_3_214_C,536.0,836.0,811.0,716.0,263.0,463.0,702.0,1884.0,1275.0,3816.0,664.0,1220.0,1651.0,1340.0,692.0,710.0,269.0,559.0,898.0,826.0,395.0,1033.0,155.0,67.0,1482.0,3228.0,1621.0,2491.0,49.0,48.0,107.0,54.0,132.0,1339.0,437.0,129.0,96.0,404.0,91.0,179.0,253.0,364.0,386.0,384.0,132.0,376.0,260.0,265.0,223.0,420.0,383.0,313.0,234.0,860.0,693.0,1012.0,1068.0,915.0,458.0,610.0,1140.0,228.0,87.0,122.0,136.0,1482.0,520.0,1141.0,523.0,259.0,772.0,41.0,658.0,1123.0,1.0,699.0,717.0,1591.0,546.0,123.0,70.0,1862.0,69.0,71.0,126.0,1536.0,1224.0,2000.0,703.0,986.0,859.0,505.0,1290.0,526.0,92.0,46.0,204.0,863.0,1685.0,1124.0,218.0
