,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,3230.0,616.0,1423.0,1534.0,3.0,34.0,3216.0,199.0,564.0,440.0,158.0,897.0,1262.0,1238.0,408.0,382.0,1467.0,165.0,16.0,116.0,2586.0,3012.0,172.0,852.0,1474.0,8160.0,5556.0,5970.0,0.0,0.0,0.0,5.0,0.0,814.0,33.0,726.0,0.0,536.0,748.0,94.0,2594.0,674.0,1243.0,1005.0,898.0,382.0,636.0,816.0,392.0,400.0,919.0,243.0,81.0,1267.0,1005.0,733.0,840.0,1208.0,429.0,2523.0,268.0,0.0,11.0,60.0,0.0,5500.0,483.0,1349.0,232.0,1047.0,1285.0,50.0,269.0,72.0,0.0,1133.0,1180.0,1353.0,298.0,0.0,90.0,1850.0,0.0,1.0,36.0,1682.0,2113.0,3841.0,203.0,1917.0,4.0,72.0,1497.0,1213.0,0.0,2.0,248.0,1758.0,4349.0,6691.0,76.0
dapA_1_98_B_MM3,106.0,968.0,1173.0,702.0,66.0,628.0,369.0,175.0,538.0,435.0,22.0,381.0,723.0,767.0,1015.0,299.0,81.0,643.0,82.0,189.0,104.0,935.0,19.0,97.0,300.0,1493.0,1485.0,1385.0,0.0,0.0,5.0,19.0,100.0,767.0,42.0,34.0,0.0,324.0,177.0,74.0,935.0,43.0,299.0,121.0,25.0,157.0,333.0,30.0,1.0,235.0,52.0,43.0,311.0,802.0,188.0,624.0,311.0,18.0,64.0,910.0,281.0,10.0,0.0,21.0,0.0,807.0,248.0,1355.0,146.0,34.0,399.0,0.0,321.0,525.0,0.0,382.0,228.0,592.0,196.0,51.0,0.0,280.0,0.0,29.0,0.0,1148.0,1089.0,1206.0,484.0,887.0,231.0,250.0,674.0,534.0,0.0,0.0,271.0,210.0,757.0,759.0,0.0
dapA_1_98_B_MM7,1197.0,364.0,3024.0,2651.0,354.0,102.0,1477.0,459.0,428.0,492.0,56.0,710.0,2228.0,882.0,1785.0,213.0,687.0,728.0,327.0,545.0,628.0,1764.0,310.0,240.0,1154.0,3902.0,3455.0,2502.0,59.0,0.0,0.0,76.0,0.0,573.0,178.0,409.0,0.0,1433.0,289.0,224.0,815.0,626.0,408.0,425.0,449.0,142.0,188.0,519.0,199.0,258.0,246.0,119.0,62.0,937.0,574.0,373.0,1315.0,1082.0,801.0,1229.0,1087.0,169.0,81.0,34.0,43.0,2394.0,400.0,1216.0,284.0,518.0,1050.0,1.0,208.0,912.0,0.0,1012.0,889.0,800.0,224.0,0.0,0.0,397.0,28.0,0.0,39.0,1485.0,1584.0,1620.0,312.0,2245.0,353.0,22.0,718.0,137.0,0.0,0.0,431.0,207.0,2134.0,1249.0,58.0
dapA_1_98_B_MM9,2515.0,246.0,2141.0,2348.0,326.0,417.0,4837.0,667.0,320.0,213.0,70.0,859.0,1109.0,1545.0,653.0,458.0,2093.0,872.0,488.0,470.0,3145.0,3909.0,1248.0,950.0,1037.0,4581.0,5170.0,8033.0,1.0,0.0,0.0,0.0,0.0,1726.0,5.0,379.0,0.0,779.0,551.0,1776.0,1438.0,554.0,1111.0,626.0,1103.0,122.0,261.0,373.0,354.0,822.0,171.0,102.0,305.0,1200.0,1124.0,1530.0,2199.0,705.0,606.0,1823.0,559.0,1.0,40.0,0.0,0.0,5301.0,178.0,2140.0,776.0,2094.0,2290.0,24.0,49.0,166.0,20.0,857.0,937.0,2154.0,59.0,0.0,30.0,651.0,11.0,40.0,197.0,2385.0,6285.0,3140.0,1071.0,2156.0,169.0,66.0,1073.0,651.0,17.0,0.0,133.0,482.0,3114.0,5727.0,26.0
dapA_1_98_C,32.0,425.0,521.0,135.0,533.0,378.0,146.0,239.0,260.0,606.0,90.0,265.0,352.0,238.0,445.0,284.0,19.0,0.0,508.0,165.0,106.0,81.0,0.0,55.0,35.0,125.0,152.0,1051.0,0.0,0.0,0.0,31.0,0.0,104.0,102.0,0.0,209.0,0.0,27.0,173.0,41.0,159.0,20.0,281.0,61.0,158.0,99.0,0.0,50.0,30.0,29.0,21.0,125.0,101.0,165.0,380.0,42.0,53.0,398.0,0.0,143.0,111.0,44.0,143.0,94.0,173.0,55.0,122.0,124.0,1.0,304.0,1.0,295.0,395.0,0.0,31.0,161.0,241.0,452.0,0.0,44.0,78.0,0.0,0.0,34.0,562.0,365.0,306.0,12.0,247.0,455.0,73.0,77.0,74.0,0.0,0.0,236.0,107.0,210.0,38.0,137.0
dapA_1_98_W_MM1,596.0,287.0,766.0,227.0,71.0,1066.0,446.0,211.0,376.0,625.0,95.0,550.0,762.0,148.0,1332.0,327.0,3.0,190.0,329.0,132.0,17.0,134.0,409.0,0.0,419.0,513.0,624.0,556.0,0.0,0.0,0.0,174.0,0.0,78.0,27.0,50.0,118.0,149.0,49.0,124.0,151.0,72.0,36.0,308.0,21.0,37.0,65.0,153.0,55.0,173.0,377.0,130.0,64.0,782.0,226.0,261.0,96.0,299.0,147.0,42.0,443.0,127.0,1.0,18.0,0.0,225.0,31.0,232.0,303.0,68.0,148.0,1.0,446.0,242.0,0.0,169.0,2.0,894.0,100.0,205.0,7.0,146.0,0.0,115.0,0.0,6209.0,41.0,182.0,94.0,189.0,534.0,86.0,461.0,36.0,23.0,0.0,152.0,231.0,314.0,1168.0,311.0
dapA_3_214_B_MM14,2374.0,705.0,1493.0,4013.0,194.0,93.0,15464.0,483.0,973.0,239.0,237.0,1078.0,3669.0,2849.0,703.0,551.0,1103.0,368.0,109.0,454.0,4858.0,8502.0,1455.0,3237.0,953.0,12928.0,11311.0,10609.0,64.0,0.0,0.0,20.0,0.0,1433.0,165.0,844.0,97.0,1561.0,1628.0,948.0,1803.0,2377.0,2058.0,2088.0,863.0,234.0,1327.0,532.0,1200.0,1012.0,828.0,164.0,1491.0,5792.0,1833.0,2316.0,1445.0,1858.0,1859.0,1956.0,1314.0,21.0,29.0,50.0,0.0,7974.0,488.0,3524.0,567.0,4287.0,2638.0,15.0,110.0,721.0,0.0,2666.0,3162.0,666.0,799.0,1.0,0.0,6165.0,32.0,156.0,19.0,3180.0,7164.0,5915.0,924.0,2163.0,425.0,439.0,3510.0,4160.0,1.0,44.0,81.0,5052.0,16753.0,4065.0,112.0
dapA_3_214_B_MM6,499.0,534.0,124.0,256.0,641.0,301.0,751.0,1508.0,720.0,437.0,172.0,671.0,1394.0,827.0,684.0,121.0,234.0,136.0,163.0,456.0,394.0,1264.0,103.0,119.0,374.0,1232.0,1012.0,1564.0,1.0,68.0,29.0,53.0,0.0,473.0,189.0,531.0,0.0,101.0,225.0,1.0,169.0,14.0,773.0,245.0,97.0,68.0,143.0,449.0,79.0,190.0,62.0,2.0,250.0,325.0,156.0,745.0,595.0,375.0,41.0,433.0,1191.0,190.0,8.0,22.0,0.0,502.0,738.0,479.0,566.0,283.0,296.0,0.0,176.0,1341.0,0.0,331.0,367.0,1078.0,220.0,0.0,53.0,187.0,52.0,0.0,119.0,2050.0,784.0,1269.0,682.0,575.0,264.0,249.0,355.0,97.0,1.0,0.0,285.0,39.0,1064.0,494.0,4.0
dapA_3_214_B_MM9,289.0,51.0,135.0,84.0,136.0,117.0,798.0,417.0,1450.0,489.0,232.0,593.0,494.0,829.0,546.0,45.0,38.0,116.0,583.0,285.0,226.0,459.0,12.0,383.0,130.0,1024.0,1424.0,1873.0,0.0,2.0,0.0,0.0,0.0,410.0,160.0,100.0,25.0,151.0,8.0,38.0,495.0,322.0,247.0,211.0,347.0,130.0,176.0,1.0,1.0,188.0,0.0,0.0,82.0,394.0,95.0,248.0,387.0,414.0,147.0,315.0,270.0,317.0,0.0,97.0,39.0,1217.0,47.0,563.0,181.0,614.0,205.0,0.0,186.0,219.0,53.0,459.0,339.0,1156.0,88.0,0.0,0.0,42.0,0.0,0.0,0.0,577.0,615.0,941.0,609.0,973.0,71.0,192.0,157.0,55.0,0.0,0.0,59.0,47.0,635.0,275.0,0.0
dapA_3_214_C,17.0,448.0,551.0,547.0,194.0,326.0,256.0,869.0,522.0,1473.0,622.0,774.0,422.0,203.0,838.0,387.0,93.0,336.0,319.0,646.0,86.0,166.0,4.0,131.0,297.0,873.0,1158.0,444.0,85.0,0.0,0.0,64.0,0.0,290.0,79.0,172.0,47.0,33.0,1.0,52.0,197.0,94.0,96.0,134.0,63.0,120.0,44.0,123.0,34.0,1.0,98.0,159.0,240.0,242.0,101.0,45.0,303.0,428.0,122.0,85.0,151.0,37.0,1.0,75.0,5.0,380.0,114.0,897.0,74.0,43.0,491.0,106.0,163.0,305.0,0.0,667.0,1073.0,250.0,123.0,0.0,83.0,885.0,0.0,19.0,66.0,1330.0,1101.0,1092.0,611.0,298.0,151.0,55.0,166.0,155.0,13.0,33.0,35.0,249.0,498.0,716.0,50.0
