,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,4512.0,842.0,1906.0,2206.0,236.0,601.0,4562.0,1026.0,1792.0,836.0,273.0,970.0,644.0,1718.0,1469.0,324.0,960.0,320.0,646.0,293.0,1699.0,3148.0,1515.0,1656.0,973.0,4789.0,4986.0,4386.0,134.0,19.0,61.0,75.0,3.0,1010.0,336.0,971.0,53.0,1171.0,262.0,581.0,1758.0,453.0,2045.0,942.0,737.0,295.0,864.0,1167.0,504.0,756.0,374.0,496.0,619.0,2643.0,1582.0,1379.0,1091.0,1212.0,297.0,585.0,1642.0,224.0,95.0,9.0,28.0,3698.0,379.0,2183.0,521.0,1143.0,1981.0,167.0,71.0,693.0,3.0,736.0,1038.0,1378.0,973.0,52.0,107.0,1382.0,76.0,173.0,18.0,2384.0,3920.0,3247.0,656.0,2117.0,959.0,348.0,2274.0,1042.0,179.0,139.0,858.0,1074.0,3538.0,2371.0,434.0
dapA_1_98_B_MM3,900.0,3911.0,1947.0,3366.0,442.0,596.0,2847.0,1337.0,1199.0,848.0,737.0,1725.0,2426.0,1371.0,1893.0,743.0,808.0,359.0,1312.0,2157.0,567.0,988.0,303.0,262.0,1583.0,3096.0,3013.0,2833.0,12.0,61.0,72.0,64.0,43.0,1315.0,448.0,167.0,63.0,1112.0,267.0,378.0,520.0,672.0,861.0,412.0,547.0,359.0,249.0,755.0,167.0,793.0,337.0,27.0,209.0,939.0,728.0,972.0,1107.0,1241.0,242.0,1397.0,1202.0,288.0,101.0,292.0,44.0,2165.0,426.0,1765.0,711.0,610.0,1110.0,129.0,253.0,1201.0,1.0,539.0,951.0,1419.0,677.0,47.0,66.0,517.0,66.0,73.0,70.0,2622.0,1563.0,1127.0,965.0,2679.0,528.0,810.0,652.0,389.0,105.0,122.0,1247.0,702.0,1895.0,1546.0,207.0
dapA_1_98_B_MM7,1778.0,1141.0,7180.0,1744.0,824.0,981.0,2107.0,1047.0,915.0,1522.0,881.0,1370.0,3109.0,2516.0,2276.0,646.0,1182.0,1409.0,850.0,1127.0,1329.0,3321.0,460.0,817.0,2193.0,6495.0,4428.0,4808.0,184.0,137.0,54.0,188.0,60.0,1676.0,644.0,1219.0,1.0,869.0,588.0,804.0,1187.0,778.0,1070.0,699.0,352.0,338.0,572.0,520.0,511.0,696.0,365.0,215.0,423.0,1868.0,2463.0,1826.0,1443.0,2190.0,891.0,1015.0,1532.0,422.0,241.0,159.0,18.0,3564.0,495.0,2993.0,905.0,1016.0,1198.0,48.0,668.0,943.0,2.0,1471.0,1046.0,2550.0,482.0,131.0,64.0,767.0,42.0,292.0,104.0,3172.0,2401.0,4105.0,2282.0,2000.0,760.0,506.0,866.0,724.0,210.0,40.0,1437.0,1672.0,4032.0,4079.0,576.0
dapA_1_98_B_MM9,2385.0,1726.0,2523.0,5568.0,415.0,1105.0,2882.0,1210.0,604.0,1047.0,499.0,1375.0,1585.0,2043.0,1133.0,402.0,1992.0,479.0,1119.0,1559.0,1011.0,5355.0,533.0,1563.0,2188.0,6556.0,6325.0,5622.0,214.0,117.0,130.0,123.0,92.0,2070.0,163.0,576.0,46.0,839.0,437.0,556.0,2889.0,320.0,1111.0,1727.0,919.0,80.0,1326.0,714.0,93.0,810.0,1271.0,226.0,600.0,3738.0,2607.0,2388.0,1996.0,1826.0,672.0,1689.0,1394.0,334.0,72.0,141.0,150.0,5290.0,647.0,1612.0,455.0,879.0,2464.0,52.0,541.0,1134.0,9.0,1397.0,1915.0,1451.0,701.0,95.0,31.0,1172.0,346.0,128.0,52.0,3399.0,3297.0,3767.0,853.0,2569.0,846.0,850.0,975.0,1543.0,84.0,16.0,1232.0,2524.0,3687.0,3894.0,372.0
dapA_1_98_C,354.0,505.0,697.0,250.0,1100.0,153.0,1462.0,518.0,563.0,277.0,286.0,1072.0,624.0,530.0,1727.0,852.0,53.0,185.0,631.0,664.0,345.0,635.0,84.0,116.0,474.0,1458.0,880.0,624.0,67.0,107.0,226.0,289.0,7.0,375.0,269.0,151.0,56.0,175.0,73.0,243.0,129.0,38.0,122.0,171.0,202.0,399.0,392.0,59.0,238.0,94.0,19.0,30.0,548.0,376.0,423.0,631.0,523.0,313.0,543.0,496.0,617.0,444.0,246.0,10.0,15.0,499.0,231.0,413.0,208.0,678.0,150.0,23.0,307.0,744.0,1.0,197.0,210.0,691.0,442.0,1.0,8.0,196.0,131.0,165.0,66.0,721.0,500.0,372.0,40.0,1281.0,1500.0,427.0,407.0,483.0,141.0,21.0,511.0,860.0,401.0,658.0,201.0
dapA_1_98_W_MM1,494.0,998.0,1036.0,769.0,250.0,2287.0,1060.0,686.0,631.0,995.0,833.0,1665.0,2057.0,1556.0,1996.0,857.0,322.0,348.0,637.0,620.0,680.0,580.0,196.0,87.0,803.0,1648.0,1671.0,1335.0,94.0,14.0,88.0,70.0,32.0,437.0,227.0,188.0,90.0,421.0,122.0,135.0,485.0,281.0,524.0,359.0,173.0,427.0,271.0,402.0,178.0,460.0,113.0,72.0,341.0,589.0,859.0,713.0,797.0,692.0,294.0,859.0,1476.0,197.0,243.0,401.0,109.0,1699.0,307.0,691.0,313.0,291.0,315.0,82.0,694.0,848.0,35.0,338.0,238.0,621.0,256.0,78.0,22.0,579.0,85.0,7.0,256.0,1962.0,907.0,1209.0,402.0,1173.0,834.0,466.0,825.0,632.0,119.0,2.0,1069.0,921.0,1209.0,1561.0,421.0
dapA_3_214_B_MM14,2263.0,1696.0,1390.0,2252.0,271.0,934.0,9752.0,1916.0,1251.0,1274.0,1095.0,1075.0,1878.0,2554.0,2374.0,414.0,1182.0,256.0,611.0,837.0,2047.0,4911.0,821.0,1715.0,2803.0,10138.0,6683.0,9537.0,50.0,239.0,228.0,418.0,15.0,2555.0,301.0,524.0,48.0,1843.0,326.0,1201.0,671.0,1127.0,2449.0,1570.0,1291.0,784.0,1392.0,1170.0,2925.0,2550.0,1020.0,299.0,2343.0,3761.0,3660.0,1355.0,1802.0,2548.0,238.0,1301.0,1096.0,321.0,284.0,124.0,25.0,3038.0,720.0,2708.0,662.0,1647.0,3126.0,102.0,235.0,862.0,21.0,1524.0,1591.0,1345.0,653.0,48.0,220.0,1807.0,76.0,207.0,218.0,3998.0,4123.0,5740.0,1541.0,3817.0,416.0,1009.0,1997.0,3317.0,93.0,6.0,561.0,2621.0,7114.0,5634.0,658.0
dapA_3_214_B_MM6,842.0,898.0,1069.0,654.0,497.0,711.0,2073.0,5811.0,1936.0,1410.0,939.0,2396.0,3463.0,2144.0,2746.0,824.0,294.0,681.0,1285.0,1598.0,760.0,1519.0,93.0,154.0,876.0,4265.0,2156.0,2974.0,4.0,135.0,342.0,588.0,5.0,2071.0,1123.0,244.0,78.0,600.0,557.0,562.0,876.0,237.0,1055.0,988.0,411.0,442.0,672.0,434.0,166.0,566.0,231.0,197.0,610.0,1047.0,1624.0,852.0,613.0,774.0,786.0,1496.0,1754.0,400.0,222.0,174.0,122.0,2423.0,1258.0,1885.0,221.0,178.0,910.0,64.0,714.0,1327.0,21.0,1360.0,597.0,2533.0,563.0,185.0,32.0,407.0,31.0,340.0,116.0,2243.0,2499.0,2617.0,1144.0,3762.0,614.0,878.0,444.0,1164.0,190.0,50.0,1354.0,982.0,2352.0,1819.0,1029.0
dapA_3_214_B_MM9,542.0,472.0,552.0,655.0,208.0,453.0,1290.0,1271.0,3650.0,1672.0,637.0,1697.0,1494.0,1494.0,2078.0,598.0,627.0,441.0,1237.0,1465.0,1000.0,1833.0,129.0,186.0,1104.0,2861.0,2179.0,2768.0,128.0,270.0,20.0,147.0,79.0,1427.0,569.0,103.0,25.0,366.0,234.0,248.0,597.0,105.0,934.0,640.0,254.0,657.0,209.0,584.0,542.0,452.0,413.0,68.0,379.0,1441.0,738.0,1072.0,783.0,567.0,617.0,581.0,921.0,503.0,128.0,312.0,176.0,2065.0,678.0,1710.0,335.0,660.0,363.0,88.0,241.0,544.0,28.0,982.0,801.0,1421.0,456.0,9.0,140.0,239.0,141.0,168.0,96.0,2486.0,2138.0,1598.0,410.0,2560.0,814.0,1323.0,1076.0,648.0,47.0,1.0,414.0,523.0,1800.0,1553.0,236.0
dapA_3_214_C,830.0,1037.0,672.0,761.0,432.0,808.0,1407.0,2176.0,1751.0,4517.0,1317.0,2449.0,2690.0,2064.0,2119.0,2206.0,575.0,553.0,766.0,1171.0,1002.0,1619.0,161.0,160.0,1448.0,4275.0,2698.0,2896.0,100.0,391.0,183.0,351.0,80.0,1391.0,874.0,102.0,82.0,542.0,270.0,140.0,484.0,388.0,857.0,814.0,313.0,901.0,240.0,708.0,238.0,273.0,359.0,200.0,393.0,676.0,675.0,798.0,969.0,1053.0,1095.0,1068.0,1673.0,362.0,554.0,174.0,100.0,2395.0,740.0,1061.0,869.0,413.0,740.0,231.0,1377.0,1371.0,19.0,1385.0,708.0,1946.0,574.0,78.0,136.0,1128.0,54.0,231.0,145.0,3317.0,1522.0,2472.0,1155.0,1471.0,1128.0,989.0,1561.0,959.0,210.0,1.0,702.0,1680.0,2611.0,1872.0,318.0
