,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,6803.0,336.0,1912.0,2075.0,3.0,107.0,5283.0,333.0,482.0,250.0,118.0,490.0,1473.0,1368.0,328.0,20.0,2167.0,34.0,21.0,20.0,4542.0,3867.0,637.0,1167.0,1369.0,12390.0,8619.0,8275.0,0.0,0.0,4.0,13.0,1.0,1003.0,15.0,793.0,1.0,1000.0,947.0,465.0,2770.0,1187.0,2923.0,980.0,1357.0,109.0,710.0,983.0,899.0,715.0,605.0,229.0,591.0,2449.0,2014.0,935.0,1149.0,2042.0,851.0,2174.0,654.0,106.0,20.0,40.0,68.0,11018.0,296.0,2490.0,331.0,2715.0,2494.0,33.0,132.0,296.0,0.0,484.0,2144.0,1478.0,268.0,15.0,0.0,3182.0,78.0,120.0,26.0,1996.0,5067.0,4607.0,720.0,2053.0,80.0,147.0,1899.0,1697.0,15.0,0.0,49.0,1452.0,8535.0,8246.0,14.0
dapA_1_98_B_MM3,192.0,790.0,1205.0,922.0,84.0,464.0,777.0,253.0,122.0,81.0,72.0,369.0,885.0,563.0,211.0,385.0,209.0,501.0,119.0,455.0,369.0,454.0,39.0,47.0,472.0,1452.0,857.0,1204.0,0.0,2.0,27.0,2.0,7.0,300.0,26.0,84.0,0.0,229.0,220.0,104.0,166.0,62.0,364.0,106.0,208.0,124.0,219.0,96.0,128.0,52.0,572.0,111.0,123.0,349.0,343.0,392.0,236.0,285.0,192.0,380.0,277.0,83.0,20.0,125.0,0.0,1075.0,236.0,1165.0,131.0,68.0,402.0,23.0,230.0,458.0,24.0,408.0,380.0,1047.0,116.0,0.0,8.0,30.0,0.0,0.0,0.0,855.0,635.0,819.0,257.0,925.0,99.0,205.0,278.0,90.0,0.0,0.0,51.0,248.0,764.0,756.0,15.0
dapA_1_98_B_MM7,1309.0,664.0,3378.0,2069.0,148.0,112.0,1996.0,324.0,298.0,283.0,103.0,704.0,1097.0,1221.0,644.0,92.0,500.0,605.0,145.0,262.0,495.0,2564.0,285.0,345.0,987.0,5300.0,3081.0,2269.0,0.0,7.0,22.0,31.0,0.0,1260.0,150.0,380.0,41.0,1492.0,441.0,717.0,471.0,630.0,292.0,404.0,456.0,63.0,181.0,334.0,59.0,407.0,181.0,346.0,210.0,907.0,1134.0,778.0,782.0,1324.0,540.0,1081.0,925.0,106.0,1.0,133.0,74.0,2783.0,392.0,1965.0,238.0,615.0,1053.0,2.0,207.0,461.0,0.0,869.0,1095.0,1422.0,353.0,8.0,0.0,321.0,0.0,104.0,12.0,2245.0,1617.0,2109.0,415.0,1467.0,241.0,207.0,449.0,141.0,22.0,0.0,82.0,292.0,1860.0,2177.0,109.0
dapA_1_98_B_MM9,3315.0,678.0,2578.0,4439.0,287.0,525.0,6531.0,127.0,54.0,100.0,1.0,837.0,1380.0,1439.0,679.0,158.0,3018.0,890.0,424.0,245.0,2533.0,4158.0,582.0,799.0,1541.0,7190.0,7406.0,10871.0,1.0,0.0,32.0,1.0,0.0,1868.0,316.0,1119.0,1.0,1461.0,1002.0,2285.0,2065.0,899.0,1269.0,608.0,613.0,138.0,293.0,258.0,40.0,531.0,475.0,296.0,660.0,2497.0,3071.0,1687.0,2274.0,941.0,821.0,1797.0,744.0,120.0,41.0,19.0,1.0,7055.0,472.0,2931.0,1208.0,2459.0,4380.0,55.0,93.0,327.0,5.0,985.0,1281.0,1894.0,355.0,53.0,1.0,928.0,7.0,49.0,39.0,2959.0,7740.0,4570.0,663.0,1362.0,309.0,341.0,1152.0,530.0,24.0,0.0,134.0,919.0,7131.0,8994.0,134.0
dapA_1_98_C,17.0,390.0,160.0,0.0,263.0,39.0,217.0,115.0,52.0,167.0,103.0,89.0,122.0,151.0,236.0,50.0,35.0,45.0,412.0,161.0,192.0,69.0,11.0,17.0,6.0,373.0,222.0,852.0,0.0,0.0,0.0,182.0,19.0,14.0,32.0,0.0,4.0,0.0,21.0,26.0,0.0,66.0,126.0,187.0,8.0,0.0,106.0,2.0,21.0,133.0,1.0,19.0,46.0,74.0,12.0,15.0,106.0,77.0,89.0,56.0,123.0,104.0,0.0,49.0,5.0,126.0,38.0,405.0,16.0,13.0,131.0,172.0,18.0,208.0,0.0,268.0,209.0,96.0,103.0,0.0,0.0,34.0,0.0,7.0,57.0,241.0,85.0,323.0,39.0,233.0,229.0,245.0,93.0,0.0,0.0,0.0,16.0,21.0,100.0,430.0,31.0
dapA_1_98_W_MM1,113.0,226.0,180.0,216.0,51.0,283.0,58.0,59.0,53.0,213.0,140.0,308.0,279.0,277.0,334.0,353.0,30.0,65.0,181.0,77.0,165.0,192.0,0.0,109.0,98.0,601.0,324.0,695.0,19.0,0.0,0.0,23.0,0.0,62.0,31.0,0.0,21.0,93.0,10.0,36.0,332.0,28.0,8.0,41.0,7.0,101.0,19.0,46.0,41.0,184.0,19.0,243.0,111.0,316.0,114.0,114.0,153.0,180.0,80.0,188.0,533.0,70.0,91.0,49.0,22.0,233.0,50.0,427.0,176.0,103.0,80.0,95.0,150.0,615.0,0.0,21.0,95.0,102.0,79.0,61.0,9.0,7.0,0.0,11.0,0.0,612.0,198.0,204.0,116.0,316.0,283.0,42.0,328.0,64.0,4.0,0.0,68.0,205.0,95.0,282.0,6.0
dapA_3_214_B_MM14,4796.0,362.0,1501.0,5186.0,184.0,196.0,22594.0,223.0,467.0,212.0,256.0,1368.0,3161.0,3164.0,285.0,128.0,2170.0,130.0,52.0,95.0,7307.0,11194.0,2746.0,5732.0,1331.0,17287.0,17352.0,17472.0,2.0,0.0,5.0,24.0,0.0,2284.0,67.0,768.0,26.0,2502.0,2770.0,1440.0,2574.0,3043.0,4002.0,2291.0,1920.0,224.0,2208.0,857.0,2499.0,1022.0,1154.0,315.0,1666.0,7858.0,3016.0,3036.0,2744.0,3073.0,1717.0,1355.0,1352.0,40.0,76.0,1.0,12.0,11468.0,452.0,3972.0,499.0,5674.0,4100.0,72.0,117.0,424.0,14.0,3041.0,2873.0,1563.0,944.0,21.0,0.0,9993.0,0.0,212.0,20.0,4961.0,11959.0,8145.0,887.0,2905.0,294.0,265.0,3239.0,6502.0,0.0,0.0,209.0,7575.0,29080.0,6636.0,67.0
dapA_3_214_B_MM6,151.0,54.0,221.0,225.0,353.0,130.0,405.0,685.0,293.0,237.0,157.0,668.0,1528.0,644.0,450.0,418.0,134.0,15.0,261.0,122.0,67.0,949.0,14.0,117.0,633.0,891.0,594.0,838.0,0.0,0.0,0.0,38.0,97.0,467.0,160.0,72.0,86.0,57.0,25.0,0.0,79.0,27.0,234.0,98.0,192.0,66.0,188.0,95.0,263.0,279.0,79.0,2.0,99.0,355.0,109.0,485.0,308.0,403.0,103.0,535.0,291.0,63.0,0.0,8.0,12.0,397.0,315.0,179.0,231.0,183.0,114.0,15.0,249.0,594.0,0.0,330.0,104.0,554.0,285.0,0.0,16.0,200.0,277.0,31.0,69.0,1791.0,603.0,717.0,505.0,259.0,267.0,258.0,154.0,110.0,19.0,0.0,108.0,107.0,803.0,530.0,4.0
dapA_3_214_B_MM9,218.0,51.0,81.0,80.0,95.0,137.0,763.0,408.0,923.0,336.0,138.0,241.0,571.0,551.0,828.0,99.0,152.0,191.0,226.0,39.0,523.0,422.0,214.0,37.0,361.0,854.0,746.0,1056.0,0.0,0.0,56.0,0.0,0.0,569.0,126.0,19.0,46.0,55.0,26.0,246.0,236.0,115.0,284.0,100.0,37.0,116.0,100.0,13.0,46.0,163.0,342.0,0.0,102.0,329.0,248.0,370.0,372.0,247.0,133.0,272.0,300.0,200.0,49.0,80.0,17.0,821.0,350.0,378.0,139.0,518.0,160.0,46.0,85.0,451.0,0.0,560.0,718.0,727.0,188.0,0.0,0.0,107.0,0.0,20.0,52.0,1011.0,1209.0,1221.0,366.0,623.0,44.0,399.0,299.0,242.0,0.0,0.0,61.0,83.0,367.0,82.0,10.0
dapA_3_214_C,185.0,64.0,172.0,77.0,52.0,71.0,244.0,695.0,408.0,568.0,457.0,504.0,250.0,213.0,416.0,47.0,249.0,300.0,214.0,215.0,111.0,235.0,22.0,62.0,171.0,807.0,930.0,613.0,0.0,0.0,0.0,27.0,29.0,396.0,47.0,28.0,0.0,49.0,13.0,0.0,177.0,37.0,147.0,197.0,201.0,22.0,44.0,103.0,4.0,75.0,19.0,0.0,114.0,194.0,132.0,126.0,115.0,191.0,70.0,197.0,182.0,47.0,17.0,0.0,17.0,267.0,89.0,849.0,123.0,219.0,73.0,9.0,71.0,400.0,0.0,159.0,138.0,328.0,79.0,2.0,0.0,77.0,68.0,36.0,99.0,1197.0,551.0,750.0,446.0,220.0,96.0,236.0,223.0,73.0,1.0,0.0,48.0,115.0,418.0,154.0,46.0
