,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_3_214_W_MM1,0.0,3.0,4.0,9.0,5.0,12.0,0.0,7.0,3.0,1.0,32.0,17.0,15.0,6.0,8.0,1.0,0.0,2.0,4.0,8.0,4.0,2.0,0.0,0.0,4.0,25.0,15.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,16.0,1.0,6.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,4.0,7.0,3.0,9.0,1.0,2.0,14.0,9.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,9.0,0.0,1.0,7.0,21.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,11.0,6.0,3.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,2.0,2.0,28.0,0.0
dapB_1_18_B_MM11,60.0,31.0,10.0,30.0,4.0,22.0,48.0,13.0,17.0,38.0,5.0,49.0,12.0,2.0,4.0,0.0,24.0,2.0,2.0,0.0,57.0,72.0,26.0,26.0,41.0,139.0,117.0,169.0,0.0,2.0,0.0,2.0,3.0,19.0,2.0,10.0,1.0,5.0,4.0,12.0,10.0,3.0,47.0,18.0,9.0,4.0,5.0,4.0,6.0,9.0,14.0,2.0,5.0,119.0,42.0,118.0,29.0,72.0,41.0,14.0,7.0,2.0,0.0,0.0,0.0,97.0,6.0,30.0,6.0,46.0,23.0,0.0,0.0,2.0,1.0,18.0,9.0,11.0,14.0,1.0,0.0,20.0,0.0,0.0,0.0,32.0,38.0,133.0,6.0,29.0,6.0,6.0,46.0,32.0,0.0,0.0,2.0,48.0,134.0,18.0,0.0
dapB_1_18_B_MM13,87.0,6.0,54.0,86.0,4.0,6.0,191.0,15.0,6.0,14.0,4.0,2.0,80.0,10.0,2.0,0.0,16.0,9.0,0.0,3.0,79.0,164.0,33.0,37.0,36.0,148.0,170.0,197.0,0.0,0.0,0.0,19.0,0.0,40.0,5.0,29.0,0.0,4.0,2.0,30.0,12.0,20.0,35.0,23.0,27.0,0.0,8.0,9.0,7.0,14.0,13.0,0.0,4.0,182.0,136.0,142.0,123.0,107.0,58.0,23.0,12.0,7.0,3.0,0.0,0.0,242.0,13.0,40.0,3.0,34.0,70.0,0.0,1.0,6.0,0.0,25.0,29.0,35.0,13.0,7.0,0.0,56.0,0.0,2.0,0.0,89.0,104.0,133.0,31.0,51.0,12.0,8.0,40.0,65.0,2.0,0.0,0.0,76.0,104.0,64.0,12.0
dapB_1_18_B_MM14,75.0,16.0,24.0,65.0,1.0,3.0,189.0,12.0,14.0,5.0,2.0,5.0,5.0,179.0,1.0,2.0,28.0,2.0,0.0,2.0,131.0,170.0,37.0,97.0,52.0,215.0,313.0,381.0,0.0,1.0,0.0,0.0,1.0,21.0,20.0,14.0,1.0,36.0,9.0,20.0,10.0,29.0,40.0,6.0,15.0,0.0,16.0,38.0,43.0,25.0,4.0,11.0,4.0,181.0,177.0,139.0,130.0,62.0,36.0,34.0,8.0,0.0,0.0,0.0,0.0,192.0,29.0,62.0,26.0,73.0,133.0,0.0,0.0,1.0,0.0,28.0,59.0,42.0,9.0,0.0,0.0,55.0,1.0,0.0,0.0,55.0,83.0,216.0,3.0,37.0,16.0,3.0,19.0,98.0,0.0,0.0,2.0,50.0,295.0,227.0,0.0
dapB_1_18_B_MM5,0.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,11.0,5.0,6.0,0.0
dapB_1_18_C,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dapB_3_239_B_MM14,66.0,8.0,52.0,103.0,0.0,0.0,205.0,7.0,23.0,14.0,2.0,3.0,48.0,21.0,3.0,2.0,245.0,4.0,0.0,2.0,89.0,270.0,5.0,16.0,47.0,170.0,280.0,303.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,31.0,0.0,18.0,26.0,38.0,39.0,32.0,66.0,12.0,26.0,2.0,8.0,3.0,27.0,47.0,7.0,1.0,14.0,91.0,64.0,53.0,26.0,56.0,25.0,63.0,9.0,2.0,0.0,0.0,0.0,198.0,4.0,35.0,5.0,79.0,81.0,0.0,3.0,21.0,0.0,58.0,62.0,57.0,11.0,0.0,0.0,76.0,1.0,0.0,0.0,83.0,156.0,223.0,0.0,22.0,2.0,0.0,60.0,105.0,0.0,0.0,4.0,23.0,329.0,109.0,0.0
dapB_3_239_B_MM9,11.0,9.0,9.0,14.0,1.0,3.0,19.0,28.0,24.0,4.0,1.0,3.0,12.0,4.0,9.0,0.0,5.0,10.0,5.0,1.0,5.0,1.0,0.0,4.0,0.0,1.0,23.0,4.0,0.0,0.0,0.0,16.0,0.0,1.0,3.0,0.0,7.0,2.0,0.0,1.0,20.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,9.0,1.0,7.0,10.0,23.0,4.0,20.0,1.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,13.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,19.0,3.0,1.0,0.0,10.0,0.0,0.0,7.0,16.0,0.0,0.0,1.0,2.0,8.0,8.0,0.0
dapB_3_239_C,2.0,22.0,7.0,3.0,0.0,15.0,9.0,40.0,21.0,5.0,2.0,6.0,22.0,14.0,7.0,2.0,5.0,4.0,10.0,2.0,3.0,1.0,0.0,28.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0,4.0,0.0,13.0,5.0,0.0,2.0,2.0,4.0,3.0,2.0,2.0,6.0,0.0,6.0,0.0,16.0,0.0,10.0,1.0,6.0,0.0,5.0,2.0,0.0,1.0,0.0,7.0,16.0,1.0,1.0,2.0,31.0,9.0,3.0,2.0,3.0,2.0,1.0,32.0,9.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0
dapB_3_239_W_MM1,2.0,7.0,7.0,12.0,2.0,2.0,4.0,11.0,17.0,6.0,2.0,24.0,20.0,11.0,1.0,2.0,3.0,2.0,3.0,11.0,2.0,2.0,1.0,0.0,1.0,8.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,3.0,8.0,10.0,10.0,2.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,21.0,11.0,0.0,0.0,1.0,5.0,10.0,4.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,5.0,3.0,4.0,2.0,0.0,25.0,3.0,1.0,0.0,0.0,17.0,2.0,2.0,1.0
fake_negC_rand_18,143.0,20.0,83.0,103.0,3.0,19.0,319.0,10.0,29.0,3.0,14.0,73.0,106.0,159.0,10.0,5.0,144.0,4.0,1.0,1.0,574.0,386.0,35.0,101.0,67.0,459.0,363.0,761.0,3.0,0.0,1.0,1.0,0.0,64.0,0.0,61.0,0.0,47.0,33.0,112.0,115.0,60.0,180.0,70.0,34.0,11.0,45.0,119.0,56.0,31.0,15.0,5.0,40.0,148.0,178.0,99.0,92.0,72.0,40.0,100.0,106.0,3.0,0.0,2.0,0.0,349.0,19.0,86.0,10.0,131.0,175.0,11.0,3.0,12.0,0.0,60.0,57.0,143.0,39.0,0.0,0.0,132.0,0.0,0.0,0.0,155.0,274.0,260.0,6.0,83.0,6.0,5.0,112.0,125.0,2.0,0.0,3.0,88.0,367.0,278.0,5.0
fake_negC_rand_28,424.0,16.0,101.0,165.0,8.0,11.0,1061.0,28.0,32.0,19.0,2.0,32.0,82.0,136.0,12.0,26.0,210.0,2.0,8.0,3.0,368.0,1437.0,78.0,151.0,113.0,1010.0,1416.0,1755.0,0.0,0.0,0.0,1.0,0.0,105.0,10.0,79.0,0.0,126.0,53.0,112.0,90.0,52.0,198.0,17.0,46.0,17.0,43.0,30.0,77.0,34.0,23.0,17.0,9.0,327.0,151.0,268.0,198.0,136.0,75.0,138.0,58.0,2.0,5.0,0.0,9.0,444.0,36.0,247.0,8.0,132.0,315.0,0.0,10.0,25.0,0.0,161.0,222.0,138.0,38.0,1.0,0.0,283.0,3.0,5.0,1.0,164.0,479.0,544.0,53.0,45.0,6.0,21.0,92.0,286.0,3.0,0.0,13.0,48.0,2185.0,1137.0,10.0
fake_negC_rand_31,40.0,3.0,2.0,33.0,1.0,0.0,82.0,0.0,5.0,4.0,2.0,23.0,5.0,75.0,1.0,2.0,30.0,3.0,0.0,0.0,25.0,70.0,110.0,28.0,13.0,151.0,188.0,176.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,12.0,0.0,35.0,12.0,9.0,35.0,24.0,52.0,13.0,15.0,8.0,10.0,19.0,34.0,10.0,6.0,23.0,21.0,53.0,26.0,27.0,24.0,32.0,13.0,18.0,19.0,1.0,0.0,1.0,0.0,54.0,3.0,14.0,0.0,26.0,116.0,0.0,0.0,5.0,0.0,22.0,12.0,49.0,7.0,0.0,1.0,47.0,3.0,1.0,1.0,8.0,77.0,38.0,1.0,13.0,2.0,2.0,21.0,25.0,0.0,0.0,5.0,24.0,280.0,288.0,0.0
fake_negC_rand_42,145.0,2.0,5.0,67.0,2.0,2.0,364.0,2.0,20.0,4.0,2.0,9.0,38.0,72.0,2.0,0.0,61.0,8.0,7.0,1.0,211.0,253.0,37.0,257.0,17.0,247.0,406.0,639.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,35.0,0.0,58.0,36.0,47.0,102.0,55.0,122.0,46.0,41.0,2.0,20.0,8.0,39.0,49.0,0.0,10.0,17.0,138.0,57.0,88.0,51.0,52.0,9.0,27.0,23.0,0.0,0.0,0.0,0.0,241.0,7.0,62.0,5.0,107.0,152.0,0.0,3.0,14.0,0.0,12.0,102.0,142.0,5.0,1.0,0.0,130.0,0.0,0.0,0.0,99.0,185.0,146.0,26.0,31.0,10.0,0.0,61.0,244.0,0.0,0.0,3.0,35.0,524.0,285.0,0.0
fake_negC_rand_43,146.0,13.0,90.0,121.0,1.0,23.0,386.0,26.0,26.0,11.0,18.0,19.0,86.0,124.0,27.0,4.0,122.0,3.0,3.0,23.0,160.0,253.0,24.0,97.0,184.0,417.0,488.0,387.0,0.0,0.0,0.0,2.0,0.0,119.0,14.0,22.0,0.0,46.0,17.0,56.0,50.0,28.0,61.0,34.0,48.0,20.0,31.0,26.0,34.0,44.0,10.0,7.0,25.0,129.0,22.0,141.0,121.0,92.0,63.0,34.0,19.0,18.0,2.0,4.0,0.0,213.0,22.0,55.0,11.0,73.0,68.0,3.0,8.0,26.0,0.0,13.0,23.0,80.0,12.0,4.0,0.0,75.0,1.0,0.0,4.0,77.0,157.0,330.0,26.0,88.0,5.0,26.0,46.0,110.0,0.0,0.0,6.0,56.0,465.0,278.0,1.0
folA_1_56_B_MM10,179.0,52.0,73.0,121.0,10.0,26.0,544.0,56.0,76.0,30.0,11.0,73.0,175.0,175.0,23.0,26.0,238.0,12.0,16.0,11.0,282.0,525.0,129.0,41.0,125.0,2902.0,1401.0,1519.0,1.0,0.0,0.0,12.0,1.0,4.0,11.0,89.0,3.0,206.0,76.0,70.0,272.0,81.0,265.0,93.0,79.0,24.0,50.0,79.0,78.0,99.0,57.0,25.0,88.0,181.0,413.0,56.0,106.0,101.0,17.0,181.0,133.0,9.0,2.0,2.0,1.0,681.0,73.0,261.0,50.0,210.0,278.0,0.0,49.0,45.0,0.0,195.0,153.0,277.0,71.0,12.0,4.0,230.0,0.0,0.0,3.0,255.0,612.0,349.0,53.0,109.0,18.0,10.0,186.0,300.0,5.0,1.0,33.0,436.0,2350.0,1130.0,3.0
folA_1_56_B_MM11,217.0,49.0,144.0,239.0,3.0,14.0,748.0,13.0,38.0,13.0,19.0,41.0,83.0,141.0,8.0,4.0,307.0,16.0,5.0,5.0,286.0,621.0,57.0,107.0,183.0,1555.0,2545.0,1466.0,0.0,1.0,0.0,3.0,0.0,61.0,32.0,91.0,2.0,163.0,132.0,114.0,213.0,102.0,239.0,67.0,83.0,9.0,72.0,92.0,100.0,58.0,46.0,41.0,120.0,373.0,378.0,163.0,175.0,178.0,74.0,140.0,70.0,3.0,0.0,2.0,0.0,740.0,96.0,269.0,50.0,324.0,282.0,0.0,26.0,20.0,2.0,230.0,209.0,277.0,67.0,0.0,0.0,230.0,6.0,8.0,1.0,311.0,712.0,490.0,65.0,99.0,13.0,14.0,100.0,311.0,0.0,0.0,18.0,449.0,1734.0,758.0,0.0
