,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,5722.0,1655.0,2443.0,2063.0,255.0,442.0,2814.0,1177.0,1281.0,878.0,325.0,1150.0,1799.0,1681.0,995.0,345.0,992.0,430.0,272.0,540.0,2717.0,3216.0,402.0,917.0,1228.0,8843.0,5488.0,4792.0,42.0,174.0,84.0,45.0,53.0,1098.0,329.0,473.0,0.0,523.0,505.0,121.0,1978.0,572.0,1536.0,931.0,1057.0,442.0,514.0,1132.0,883.0,667.0,624.0,275.0,583.0,2096.0,1347.0,1940.0,1155.0,2137.0,888.0,2032.0,1160.0,175.0,145.0,67.0,58.0,4088.0,864.0,2137.0,317.0,2063.0,1884.0,94.0,98.0,522.0,18.0,756.0,1429.0,1509.0,537.0,286.0,5.0,1989.0,132.0,146.0,81.0,1861.0,2955.0,4188.0,599.0,3221.0,527.0,593.0,1669.0,999.0,206.0,8.0,502.0,2091.0,2560.0,2940.0,712.0
dapA_1_98_B_MM3,747.0,3410.0,2858.0,1778.0,446.0,492.0,1958.0,603.0,854.0,1308.0,815.0,1605.0,2600.0,2525.0,1849.0,646.0,490.0,809.0,1036.0,1191.0,967.0,1441.0,264.0,727.0,568.0,4238.0,2891.0,2630.0,37.0,86.0,254.0,74.0,206.0,1302.0,308.0,45.0,83.0,647.0,360.0,311.0,614.0,405.0,1522.0,548.0,630.0,345.0,379.0,442.0,269.0,505.0,223.0,143.0,648.0,1637.0,938.0,1281.0,970.0,686.0,518.0,1182.0,728.0,353.0,311.0,139.0,139.0,3021.0,761.0,1611.0,625.0,383.0,679.0,56.0,798.0,950.0,39.0,1485.0,1285.0,2368.0,436.0,74.0,11.0,283.0,11.0,197.0,105.0,3130.0,1966.0,2110.0,1309.0,2393.0,590.0,767.0,896.0,818.0,13.0,6.0,1261.0,861.0,2085.0,3002.0,221.0
dapA_1_98_B_MM7,1983.0,1104.0,7741.0,3697.0,1005.0,707.0,3482.0,1480.0,913.0,1225.0,663.0,2786.0,3454.0,2429.0,2394.0,934.0,671.0,979.0,1008.0,876.0,1519.0,3176.0,324.0,392.0,2166.0,6358.0,4328.0,3659.0,245.0,19.0,265.0,153.0,12.0,1074.0,217.0,1072.0,43.0,1188.0,352.0,623.0,1077.0,938.0,645.0,1120.0,1451.0,597.0,461.0,949.0,277.0,812.0,576.0,609.0,367.0,1887.0,1529.0,1327.0,1663.0,1965.0,907.0,1523.0,2454.0,406.0,220.0,314.0,53.0,4905.0,677.0,2005.0,1067.0,1333.0,1408.0,15.0,719.0,1031.0,93.0,1342.0,1754.0,1641.0,512.0,67.0,20.0,1723.0,55.0,55.0,271.0,3813.0,3170.0,4142.0,722.0,3008.0,842.0,653.0,1275.0,863.0,238.0,80.0,1829.0,1170.0,3452.0,2589.0,443.0
dapA_1_98_B_MM9,2608.0,973.0,2302.0,4985.0,803.0,1822.0,4371.0,1302.0,1148.0,632.0,642.0,2754.0,2528.0,1883.0,2054.0,883.0,1763.0,1535.0,1353.0,809.0,2474.0,3624.0,515.0,963.0,2366.0,5873.0,5529.0,6878.0,64.0,49.0,214.0,168.0,44.0,1840.0,399.0,1121.0,47.0,1088.0,1047.0,1623.0,1233.0,1305.0,1509.0,909.0,537.0,348.0,542.0,645.0,498.0,1039.0,524.0,174.0,659.0,2576.0,2155.0,2185.0,2747.0,1278.0,1124.0,2084.0,1666.0,203.0,72.0,329.0,193.0,5632.0,925.0,2438.0,1018.0,2286.0,2852.0,158.0,392.0,1081.0,90.0,1248.0,1659.0,2534.0,672.0,190.0,74.0,975.0,66.0,290.0,165.0,3708.0,4423.0,4353.0,1061.0,2468.0,690.0,749.0,2151.0,1160.0,259.0,43.0,1592.0,1382.0,4795.0,5299.0,430.0
dapA_1_98_C,140.0,822.0,880.0,260.0,1517.0,485.0,1402.0,1469.0,433.0,646.0,574.0,1481.0,1364.0,942.0,1151.0,1316.0,234.0,85.0,1160.0,340.0,574.0,762.0,91.0,38.0,150.0,1858.0,635.0,1935.0,59.0,125.0,113.0,208.0,31.0,124.0,352.0,235.0,10.0,116.0,145.0,269.0,272.0,159.0,114.0,238.0,477.0,100.0,353.0,151.0,64.0,397.0,15.0,23.0,158.0,722.0,541.0,316.0,292.0,362.0,498.0,315.0,559.0,228.0,3.0,116.0,135.0,1140.0,58.0,538.0,367.0,225.0,749.0,27.0,241.0,1142.0,12.0,418.0,580.0,752.0,528.0,184.0,86.0,809.0,37.0,109.0,324.0,1417.0,578.0,625.0,243.0,758.0,1470.0,529.0,399.0,433.0,34.0,1.0,576.0,487.0,507.0,1537.0,618.0
dapA_1_98_W_MM1,1162.0,677.0,1486.0,341.0,617.0,1999.0,1081.0,1079.0,511.0,1423.0,307.0,1538.0,1808.0,1572.0,2658.0,940.0,293.0,227.0,876.0,893.0,339.0,1204.0,77.0,52.0,1218.0,2435.0,1345.0,2024.0,32.0,10.0,35.0,282.0,106.0,423.0,136.0,22.0,341.0,396.0,56.0,78.0,774.0,439.0,659.0,467.0,457.0,515.0,153.0,482.0,269.0,750.0,31.0,105.0,318.0,849.0,614.0,572.0,616.0,977.0,409.0,1138.0,1148.0,237.0,73.0,65.0,18.0,1053.0,593.0,1062.0,422.0,430.0,524.0,63.0,421.0,1275.0,80.0,618.0,255.0,814.0,261.0,210.0,122.0,609.0,82.0,289.0,105.0,1820.0,1283.0,625.0,687.0,1852.0,2289.0,732.0,1247.0,572.0,578.0,1.0,2208.0,1099.0,1819.0,1840.0,506.0
dapA_3_214_B_MM14,1919.0,1191.0,2327.0,4890.0,627.0,1203.0,13314.0,1526.0,1662.0,1634.0,984.0,2623.0,4019.0,2983.0,1588.0,1105.0,1015.0,403.0,349.0,605.0,3825.0,4771.0,1617.0,2883.0,1210.0,10966.0,7401.0,8092.0,110.0,205.0,44.0,84.0,8.0,1614.0,384.0,445.0,61.0,973.0,1573.0,732.0,1109.0,1584.0,2009.0,2506.0,1189.0,563.0,900.0,730.0,1870.0,1706.0,799.0,324.0,978.0,5006.0,1828.0,2335.0,1947.0,2392.0,991.0,1981.0,2207.0,275.0,23.0,117.0,3.0,5320.0,940.0,3105.0,1254.0,2160.0,2062.0,64.0,542.0,1000.0,22.0,2451.0,2528.0,1380.0,809.0,44.0,5.0,5733.0,154.0,241.0,216.0,4186.0,6201.0,4811.0,1329.0,3615.0,1050.0,476.0,3429.0,2490.0,126.0,24.0,647.0,4057.0,9850.0,2389.0,751.0
dapA_3_214_B_MM6,1161.0,1218.0,720.0,540.0,460.0,887.0,2353.0,4102.0,1157.0,1156.0,965.0,3177.0,4196.0,3448.0,2374.0,897.0,467.0,302.0,858.0,996.0,681.0,3277.0,267.0,655.0,1835.0,3975.0,1719.0,3159.0,36.0,123.0,71.0,366.0,84.0,1948.0,670.0,797.0,193.0,364.0,302.0,113.0,711.0,515.0,866.0,330.0,282.0,426.0,699.0,283.0,1008.0,242.0,350.0,239.0,265.0,2107.0,727.0,1152.0,1018.0,1384.0,267.0,1738.0,1694.0,348.0,179.0,327.0,130.0,2703.0,1318.0,1876.0,981.0,747.0,918.0,41.0,737.0,2134.0,43.0,1336.0,2985.0,2885.0,1093.0,50.0,206.0,1094.0,66.0,203.0,35.0,4270.0,2328.0,3382.0,1502.0,2466.0,1259.0,1082.0,1134.0,410.0,237.0,72.0,1024.0,1256.0,3184.0,3474.0,605.0
dapA_3_214_B_MM9,733.0,419.0,260.0,636.0,531.0,442.0,1626.0,1495.0,3555.0,1258.0,359.0,1559.0,1321.0,1652.0,1842.0,403.0,290.0,31.0,1544.0,842.0,758.0,1146.0,369.0,163.0,1193.0,3041.0,1796.0,2577.0,201.0,139.0,114.0,133.0,5.0,656.0,274.0,500.0,110.0,162.0,213.0,463.0,508.0,246.0,604.0,845.0,119.0,271.0,303.0,517.0,522.0,295.0,671.0,251.0,260.0,1164.0,836.0,1352.0,1202.0,771.0,557.0,738.0,1491.0,423.0,258.0,285.0,114.0,1806.0,396.0,1328.0,447.0,1039.0,379.0,21.0,334.0,917.0,60.0,1355.0,1046.0,1126.0,339.0,54.0,37.0,475.0,127.0,68.0,68.0,2233.0,2847.0,2741.0,897.0,2209.0,948.0,414.0,894.0,797.0,104.0,0.0,564.0,377.0,1282.0,922.0,65.0
dapA_3_214_C,877.0,1033.0,1337.0,793.0,511.0,1206.0,1461.0,3248.0,1303.0,3990.0,2094.0,2823.0,3134.0,1762.0,2787.0,1429.0,834.0,634.0,1737.0,845.0,1238.0,1179.0,132.0,387.0,1315.0,3811.0,2629.0,3690.0,33.0,111.0,305.0,168.0,26.0,625.0,558.0,296.0,187.0,96.0,293.0,131.0,482.0,357.0,1458.0,854.0,387.0,382.0,253.0,948.0,135.0,513.0,378.0,123.0,596.0,1322.0,1148.0,654.0,1337.0,1020.0,512.0,1160.0,869.0,265.0,109.0,247.0,158.0,2266.0,558.0,1849.0,837.0,793.0,1079.0,325.0,407.0,1550.0,33.0,719.0,561.0,1644.0,852.0,79.0,119.0,857.0,306.0,156.0,136.0,3625.0,2200.0,3077.0,1726.0,1974.0,805.0,1261.0,1574.0,850.0,135.0,5.0,1003.0,695.0,3066.0,2148.0,466.0
