,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,5125.0,486.0,1280.0,1562.0,28.0,399.0,10923.0,331.0,486.0,76.0,37.0,499.0,501.0,1541.0,98.0,91.0,1718.0,27.0,7.0,10.0,3713.0,5069.0,2161.0,2800.0,884.0,7417.0,10431.0,9988.0,0.0,0.0,1.0,11.0,0.0,1219.0,51.0,1542.0,19.0,1456.0,757.0,1062.0,2546.0,549.0,2822.0,748.0,539.0,35.0,279.0,801.0,1003.0,696.0,312.0,431.0,684.0,3146.0,2114.0,1936.0,1500.0,1144.0,365.0,616.0,699.0,90.0,1.0,103.0,38.0,5857.0,292.0,1983.0,355.0,1881.0,2605.0,58.0,160.0,219.0,0.0,537.0,1212.0,1177.0,462.0,194.0,35.0,2944.0,1.0,75.0,0.0,1642.0,5906.0,4518.0,490.0,1197.0,319.0,43.0,2072.0,1914.0,80.0,0.0,74.0,655.0,10739.0,5336.0,1.0
dapA_1_98_B_MM3,204.0,888.0,632.0,1338.0,136.0,121.0,1093.0,220.0,166.0,75.0,152.0,52.0,446.0,287.0,553.0,35.0,353.0,123.0,415.0,390.0,195.0,451.0,109.0,113.0,426.0,1041.0,1357.0,1030.0,0.0,0.0,0.0,8.0,0.0,280.0,1.0,12.0,0.0,257.0,1.0,4.0,276.0,96.0,243.0,23.0,198.0,25.0,70.0,628.0,47.0,139.0,81.0,0.0,56.0,321.0,287.0,313.0,303.0,491.0,119.0,378.0,274.0,62.0,59.0,123.0,99.0,434.0,222.0,717.0,121.0,251.0,527.0,42.0,88.0,206.0,0.0,515.0,503.0,684.0,269.0,56.0,0.0,242.0,0.0,12.0,66.0,681.0,342.0,341.0,258.0,645.0,259.0,201.0,295.0,384.0,0.0,0.0,49.0,27.0,568.0,270.0,1.0
dapA_1_98_B_MM7,712.0,455.0,3451.0,1084.0,262.0,177.0,1103.0,212.0,99.0,226.0,145.0,354.0,837.0,1215.0,744.0,125.0,706.0,681.0,214.0,129.0,573.0,1718.0,73.0,105.0,1236.0,5512.0,2920.0,2879.0,136.0,0.0,0.0,1.0,1.0,1517.0,79.0,328.0,6.0,719.0,253.0,190.0,904.0,253.0,248.0,534.0,328.0,8.0,94.0,263.0,92.0,355.0,217.0,179.0,46.0,1673.0,935.0,703.0,605.0,1227.0,792.0,536.0,427.0,31.0,52.0,16.0,15.0,2122.0,178.0,1509.0,419.0,476.0,617.0,26.0,263.0,293.0,0.0,971.0,728.0,1335.0,262.0,0.0,25.0,298.0,129.0,79.0,3.0,1014.0,1522.0,2498.0,914.0,578.0,292.0,134.0,184.0,268.0,4.0,0.0,158.0,491.0,2392.0,1333.0,69.0
dapA_1_98_B_MM9,2481.0,847.0,1799.0,4175.0,104.0,393.0,3035.0,200.0,246.0,248.0,104.0,414.0,679.0,1691.0,266.0,175.0,2129.0,342.0,195.0,216.0,1303.0,6977.0,570.0,1256.0,1768.0,7756.0,10305.0,9132.0,27.0,16.0,6.0,1.0,0.0,1719.0,269.0,821.0,80.0,992.0,272.0,920.0,3277.0,586.0,1644.0,585.0,933.0,53.0,684.0,717.0,43.0,547.0,571.0,81.0,657.0,3178.0,2321.0,2053.0,1903.0,884.0,876.0,1480.0,553.0,89.0,5.0,53.0,0.0,5101.0,492.0,1584.0,375.0,1098.0,2781.0,2.0,921.0,471.0,0.0,776.0,2182.0,1467.0,260.0,56.0,39.0,1121.0,16.0,74.0,0.0,1956.0,4738.0,3934.0,403.0,817.0,168.0,83.0,603.0,585.0,3.0,0.0,78.0,1628.0,5615.0,5167.0,13.0
dapA_1_98_C,60.0,333.0,214.0,90.0,232.0,82.0,118.0,137.0,17.0,36.0,19.0,175.0,163.0,48.0,351.0,29.0,33.0,16.0,187.0,214.0,36.0,160.0,1.0,3.0,141.0,291.0,92.0,77.0,0.0,0.0,26.0,3.0,14.0,40.0,5.0,11.0,0.0,82.0,0.0,21.0,1.0,54.0,180.0,22.0,188.0,48.0,36.0,4.0,40.0,20.0,1.0,1.0,41.0,14.0,12.0,73.0,62.0,31.0,82.0,91.0,271.0,7.0,11.0,138.0,6.0,71.0,0.0,54.0,1.0,76.0,134.0,0.0,116.0,212.0,0.0,19.0,42.0,189.0,22.0,0.0,9.0,89.0,10.0,17.0,2.0,202.0,45.0,101.0,41.0,84.0,177.0,184.0,77.0,31.0,11.0,0.0,5.0,63.0,45.0,73.0,22.0
dapA_1_98_W_MM1,43.0,193.0,101.0,133.0,15.0,400.0,107.0,181.0,136.0,72.0,126.0,354.0,266.0,251.0,223.0,35.0,368.0,31.0,15.0,66.0,90.0,134.0,13.0,1.0,154.0,264.0,1139.0,378.0,0.0,0.0,10.0,40.0,5.0,89.0,139.0,1.0,11.0,77.0,24.0,23.0,25.0,32.0,138.0,112.0,67.0,58.0,10.0,127.0,33.0,23.0,91.0,30.0,34.0,153.0,64.0,244.0,107.0,108.0,115.0,274.0,193.0,46.0,72.0,118.0,35.0,190.0,95.0,283.0,11.0,48.0,175.0,64.0,221.0,353.0,0.0,104.0,97.0,159.0,109.0,0.0,0.0,162.0,0.0,20.0,46.0,303.0,83.0,313.0,34.0,73.0,678.0,80.0,70.0,112.0,0.0,0.0,109.0,78.0,227.0,259.0,6.0
dapA_3_214_B_MM14,6898.0,492.0,1068.0,2957.0,33.0,66.0,16377.0,339.0,672.0,44.0,90.0,226.0,1012.0,2784.0,661.0,233.0,3435.0,6.0,113.0,215.0,3874.0,10015.0,1033.0,3672.0,3393.0,18824.0,13210.0,20286.0,2.0,0.0,0.0,350.0,0.0,2203.0,67.0,845.0,59.0,3073.0,1110.0,2221.0,1832.0,1309.0,4008.0,1152.0,1342.0,569.0,1533.0,1080.0,5454.0,2598.0,1125.0,1080.0,2374.0,6376.0,5595.0,1979.0,1612.0,2585.0,539.0,1654.0,791.0,51.0,9.0,40.0,15.0,7333.0,486.0,3855.0,562.0,4878.0,6846.0,167.0,240.0,656.0,10.0,1712.0,2644.0,2075.0,729.0,12.0,0.0,4094.0,7.0,24.0,17.0,4693.0,9277.0,9225.0,1185.0,2961.0,278.0,400.0,2061.0,9030.0,48.0,0.0,43.0,2707.0,19733.0,17678.0,37.0
dapA_3_214_B_MM6,176.0,502.0,70.0,163.0,31.0,0.0,539.0,970.0,585.0,666.0,220.0,569.0,601.0,638.0,381.0,209.0,123.0,237.0,343.0,436.0,143.0,298.0,117.0,27.0,127.0,806.0,714.0,557.0,3.0,0.0,72.0,9.0,20.0,613.0,51.0,3.0,45.0,128.0,174.0,78.0,205.0,1.0,235.0,99.0,24.0,108.0,35.0,167.0,32.0,95.0,50.0,13.0,287.0,101.0,231.0,122.0,264.0,162.0,154.0,296.0,360.0,239.0,25.0,147.0,3.0,569.0,230.0,377.0,29.0,18.0,195.0,0.0,115.0,165.0,0.0,648.0,166.0,652.0,26.0,47.0,51.0,52.0,0.0,51.0,37.0,624.0,676.0,416.0,212.0,939.0,148.0,140.0,264.0,83.0,0.0,11.0,75.0,245.0,493.0,364.0,20.0
dapA_3_214_B_MM9,452.0,63.0,79.0,397.0,2.0,79.0,560.0,162.0,895.0,420.0,257.0,453.0,369.0,359.0,255.0,80.0,143.0,258.0,315.0,463.0,111.0,365.0,12.0,1.0,371.0,1575.0,1029.0,1388.0,0.0,2.0,6.0,0.0,0.0,363.0,217.0,1.0,0.0,76.0,92.0,46.0,66.0,29.0,314.0,105.0,118.0,92.0,18.0,271.0,124.0,256.0,504.0,5.0,106.0,497.0,165.0,228.0,298.0,90.0,224.0,119.0,440.0,70.0,145.0,95.0,84.0,383.0,583.0,496.0,115.0,383.0,500.0,6.0,23.0,211.0,0.0,270.0,612.0,559.0,183.0,0.0,3.0,51.0,60.0,90.0,603.0,763.0,866.0,738.0,75.0,1262.0,376.0,152.0,236.0,111.0,0.0,0.0,0.0,88.0,630.0,200.0,26.0
dapA_3_214_C,243.0,181.0,176.0,63.0,62.0,95.0,93.0,472.0,496.0,439.0,180.0,234.0,87.0,352.0,301.0,343.0,116.0,166.0,264.0,150.0,94.0,195.0,138.0,44.0,227.0,586.0,496.0,614.0,0.0,22.0,38.0,0.0,0.0,288.0,303.0,14.0,0.0,193.0,12.0,12.0,5.0,344.0,95.0,149.0,43.0,378.0,111.0,48.0,111.0,30.0,107.0,81.0,100.0,113.0,166.0,72.0,111.0,143.0,84.0,159.0,521.0,67.0,68.0,68.0,29.0,289.0,109.0,214.0,195.0,118.0,162.0,41.0,431.0,753.0,0.0,221.0,137.0,767.0,112.0,102.0,0.0,40.0,38.0,0.0,1.0,750.0,544.0,288.0,99.0,233.0,140.0,158.0,335.0,103.0,0.0,14.0,88.0,172.0,259.0,384.0,0.0
