,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_3_214_W_MM1,24.0,6.0,30.0,8.0,7.0,17.0,33.0,46.0,23.0,32.0,110.0,13.0,55.0,26.0,26.0,19.0,4.0,12.0,36.0,18.0,11.0,32.0,5.0,22.0,9.0,66.0,17.0,51.0,0.0,0.0,0.0,2.0,0.0,7.0,7.0,13.0,1.0,3.0,2.0,12.0,4.0,4.0,5.0,16.0,3.0,9.0,7.0,6.0,27.0,31.0,0.0,7.0,4.0,22.0,21.0,6.0,16.0,15.0,14.0,13.0,29.0,5.0,0.0,2.0,0.0,38.0,9.0,36.0,4.0,18.0,24.0,2.0,23.0,37.0,1.0,15.0,14.0,55.0,19.0,3.0,1.0,10.0,5.0,5.0,1.0,70.0,19.0,46.0,23.0,29.0,9.0,5.0,22.0,22.0,14.0,2.0,6.0,8.0,43.0,36.0,1.0
dapB_1_18_B_MM11,39.0,17.0,33.0,28.0,7.0,14.0,46.0,37.0,32.0,39.0,15.0,110.0,7.0,18.0,2.0,0.0,11.0,3.0,3.0,4.0,21.0,50.0,12.0,15.0,26.0,107.0,69.0,102.0,0.0,0.0,4.0,1.0,6.0,16.0,2.0,19.0,6.0,8.0,8.0,6.0,6.0,17.0,19.0,22.0,29.0,0.0,8.0,12.0,15.0,6.0,20.0,7.0,6.0,80.0,42.0,43.0,22.0,28.0,30.0,15.0,9.0,1.0,0.0,3.0,1.0,82.0,13.0,43.0,5.0,14.0,4.0,1.0,1.0,10.0,0.0,16.0,19.0,30.0,11.0,3.0,0.0,14.0,2.0,5.0,0.0,35.0,63.0,122.0,34.0,33.0,7.0,17.0,42.0,31.0,0.0,0.0,9.0,31.0,96.0,38.0,0.0
dapB_1_18_B_MM13,78.0,29.0,58.0,45.0,12.0,23.0,163.0,51.0,21.0,34.0,55.0,5.0,171.0,26.0,9.0,2.0,14.0,2.0,12.0,11.0,70.0,146.0,28.0,52.0,49.0,131.0,136.0,172.0,0.0,1.0,0.0,0.0,0.0,28.0,9.0,16.0,0.0,15.0,11.0,22.0,10.0,21.0,36.0,29.0,16.0,2.0,22.0,10.0,26.0,43.0,27.0,11.0,19.0,118.0,95.0,64.0,95.0,60.0,57.0,29.0,38.0,2.0,0.0,1.0,1.0,126.0,24.0,27.0,21.0,48.0,57.0,0.0,1.0,38.0,4.0,36.0,44.0,23.0,23.0,3.0,1.0,32.0,6.0,1.0,3.0,56.0,119.0,175.0,24.0,70.0,8.0,49.0,68.0,66.0,4.0,1.0,12.0,46.0,135.0,53.0,33.0
dapB_1_18_B_MM14,62.0,19.0,58.0,38.0,2.0,9.0,113.0,22.0,15.0,54.0,8.0,10.0,33.0,207.0,17.0,3.0,32.0,8.0,4.0,2.0,49.0,130.0,15.0,26.0,79.0,135.0,161.0,214.0,1.0,0.0,0.0,0.0,0.0,29.0,9.0,13.0,2.0,16.0,6.0,30.0,7.0,7.0,19.0,18.0,21.0,0.0,11.0,25.0,13.0,17.0,13.0,2.0,9.0,102.0,49.0,92.0,35.0,58.0,24.0,20.0,30.0,3.0,0.0,1.0,0.0,82.0,32.0,38.0,9.0,31.0,89.0,1.0,1.0,8.0,0.0,45.0,25.0,57.0,7.0,1.0,0.0,56.0,1.0,2.0,1.0,59.0,40.0,143.0,5.0,38.0,5.0,13.0,49.0,64.0,0.0,0.0,16.0,37.0,176.0,116.0,3.0
dapB_1_18_B_MM5,0.0,4.0,8.0,7.0,8.0,2.0,2.0,4.0,0.0,7.0,4.0,1.0,0.0,4.0,55.0,3.0,8.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,5.0,3.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,2.0,12.0,3.0,1.0,21.0,3.0,0.0,1.0,12.0,2.0,8.0,15.0,0.0
dapB_1_18_C,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0
dapB_3_239_B_MM14,42.0,17.0,39.0,58.0,7.0,11.0,102.0,39.0,25.0,16.0,4.0,22.0,54.0,16.0,23.0,20.0,332.0,2.0,1.0,5.0,69.0,143.0,10.0,18.0,47.0,190.0,202.0,136.0,0.0,0.0,1.0,0.0,0.0,30.0,1.0,27.0,2.0,23.0,28.0,38.0,28.0,24.0,52.0,32.0,19.0,12.0,7.0,21.0,21.0,20.0,5.0,2.0,19.0,63.0,37.0,30.0,38.0,60.0,28.0,36.0,15.0,3.0,0.0,1.0,0.0,96.0,15.0,44.0,13.0,40.0,114.0,2.0,5.0,29.0,0.0,50.0,42.0,35.0,13.0,0.0,0.0,66.0,1.0,3.0,0.0,41.0,43.0,153.0,9.0,15.0,5.0,2.0,45.0,60.0,2.0,1.0,21.0,37.0,146.0,101.0,36.0
dapB_3_239_B_MM9,11.0,20.0,17.0,34.0,18.0,6.0,25.0,35.0,23.0,32.0,14.0,16.0,36.0,12.0,12.0,17.0,4.0,37.0,4.0,18.0,9.0,6.0,6.0,13.0,11.0,22.0,20.0,23.0,5.0,0.0,2.0,3.0,0.0,5.0,2.0,1.0,17.0,3.0,1.0,3.0,4.0,1.0,1.0,16.0,3.0,6.0,4.0,5.0,5.0,1.0,10.0,2.0,5.0,9.0,2.0,5.0,8.0,5.0,5.0,16.0,7.0,2.0,2.0,1.0,1.0,18.0,4.0,4.0,17.0,17.0,31.0,0.0,8.0,3.0,0.0,13.0,34.0,14.0,8.0,1.0,6.0,4.0,0.0,4.0,2.0,16.0,17.0,7.0,18.0,32.0,6.0,0.0,28.0,22.0,2.0,0.0,10.0,7.0,9.0,21.0,5.0
dapB_3_239_C,4.0,16.0,22.0,23.0,18.0,20.0,43.0,51.0,76.0,32.0,15.0,36.0,31.0,39.0,64.0,17.0,8.0,21.0,59.0,10.0,7.0,19.0,1.0,2.0,32.0,23.0,25.0,25.0,0.0,0.0,2.0,1.0,0.0,9.0,1.0,11.0,0.0,3.0,2.0,10.0,6.0,15.0,11.0,14.0,4.0,16.0,13.0,13.0,2.0,2.0,9.0,0.0,2.0,21.0,8.0,4.0,27.0,6.0,11.0,19.0,11.0,2.0,0.0,0.0,9.0,27.0,10.0,18.0,1.0,7.0,21.0,3.0,8.0,25.0,3.0,13.0,8.0,43.0,4.0,3.0,3.0,16.0,6.0,2.0,0.0,44.0,47.0,30.0,18.0,41.0,10.0,20.0,38.0,29.0,0.0,0.0,19.0,8.0,19.0,15.0,6.0
dapB_3_239_W_MM1,7.0,51.0,34.0,19.0,33.0,26.0,27.0,38.0,30.0,33.0,10.0,40.0,28.0,20.0,19.0,8.0,19.0,2.0,22.0,83.0,15.0,6.0,5.0,11.0,20.0,30.0,24.0,28.0,1.0,2.0,0.0,8.0,0.0,18.0,13.0,17.0,2.0,9.0,8.0,5.0,11.0,10.0,3.0,22.0,25.0,4.0,4.0,12.0,1.0,5.0,7.0,17.0,3.0,12.0,14.0,10.0,48.0,11.0,6.0,3.0,27.0,8.0,4.0,1.0,0.0,20.0,1.0,19.0,15.0,12.0,9.0,1.0,20.0,23.0,1.0,7.0,22.0,33.0,27.0,3.0,1.0,31.0,0.0,3.0,3.0,48.0,54.0,36.0,20.0,37.0,15.0,17.0,34.0,28.0,7.0,2.0,10.0,11.0,23.0,8.0,25.0
fake_negC_rand_18,90.0,23.0,74.0,77.0,12.0,6.0,176.0,27.0,27.0,34.0,38.0,82.0,83.0,74.0,47.0,21.0,130.0,9.0,20.0,16.0,488.0,212.0,36.0,86.0,77.0,269.0,230.0,344.0,12.0,0.0,0.0,3.0,0.0,36.0,6.0,36.0,0.0,49.0,16.0,44.0,84.0,49.0,108.0,75.0,28.0,5.0,41.0,51.0,57.0,42.0,17.0,21.0,92.0,149.0,123.0,73.0,86.0,73.0,44.0,67.0,63.0,5.0,0.0,4.0,0.0,289.0,19.0,115.0,29.0,87.0,68.0,11.0,6.0,24.0,1.0,61.0,44.0,76.0,25.0,1.0,2.0,64.0,5.0,7.0,0.0,182.0,111.0,192.0,6.0,61.0,17.0,16.0,128.0,89.0,13.0,0.0,20.0,55.0,233.0,195.0,12.0
fake_negC_rand_28,277.0,62.0,102.0,164.0,35.0,32.0,686.0,81.0,73.0,42.0,44.0,75.0,143.0,103.0,48.0,26.0,103.0,10.0,24.0,35.0,290.0,1086.0,96.0,90.0,124.0,641.0,604.0,767.0,0.0,1.0,4.0,3.0,0.0,117.0,17.0,79.0,0.0,81.0,49.0,77.0,67.0,43.0,179.0,49.0,88.0,28.0,36.0,59.0,84.0,35.0,24.0,14.0,30.0,232.0,129.0,166.0,148.0,140.0,95.0,135.0,103.0,15.0,17.0,3.0,0.0,319.0,47.0,165.0,39.0,108.0,209.0,11.0,18.0,50.0,1.0,113.0,117.0,117.0,101.0,13.0,1.0,166.0,3.0,7.0,8.0,103.0,225.0,413.0,62.0,90.0,32.0,26.0,121.0,245.0,7.0,1.0,33.0,99.0,919.0,491.0,22.0
fake_negC_rand_31,27.0,5.0,25.0,39.0,1.0,6.0,57.0,22.0,39.0,13.0,5.0,13.0,20.0,34.0,9.0,4.0,35.0,5.0,2.0,11.0,34.0,75.0,157.0,15.0,24.0,153.0,118.0,137.0,9.0,0.0,10.0,0.0,0.0,19.0,5.0,4.0,0.0,24.0,5.0,19.0,22.0,8.0,38.0,32.0,16.0,8.0,5.0,32.0,12.0,36.0,6.0,8.0,17.0,52.0,35.0,24.0,22.0,22.0,6.0,31.0,22.0,1.0,0.0,0.0,2.0,35.0,6.0,27.0,1.0,24.0,56.0,0.0,6.0,11.0,1.0,5.0,12.0,27.0,5.0,1.0,2.0,47.0,0.0,14.0,0.0,31.0,39.0,44.0,5.0,13.0,8.0,16.0,30.0,34.0,6.0,0.0,5.0,34.0,157.0,157.0,8.0
fake_negC_rand_42,68.0,21.0,39.0,63.0,11.0,11.0,225.0,7.0,27.0,19.0,9.0,8.0,39.0,66.0,22.0,19.0,45.0,14.0,4.0,9.0,120.0,145.0,33.0,178.0,35.0,182.0,197.0,343.0,0.0,1.0,0.0,2.0,1.0,40.0,2.0,19.0,1.0,30.0,35.0,47.0,56.0,33.0,55.0,46.0,26.0,13.0,22.0,13.0,27.0,12.0,2.0,10.0,16.0,64.0,70.0,33.0,62.0,35.0,12.0,32.0,36.0,1.0,1.0,2.0,3.0,137.0,30.0,53.0,19.0,42.0,75.0,2.0,4.0,25.0,0.0,15.0,33.0,103.0,11.0,0.0,1.0,78.0,4.0,1.0,6.0,56.0,102.0,128.0,25.0,51.0,14.0,14.0,80.0,110.0,0.0,1.0,8.0,49.0,150.0,104.0,7.0
fake_negC_rand_43,119.0,59.0,130.0,108.0,13.0,30.0,272.0,70.0,64.0,50.0,31.0,34.0,116.0,74.0,76.0,10.0,99.0,17.0,19.0,20.0,127.0,238.0,25.0,80.0,327.0,370.0,267.0,322.0,1.0,0.0,0.0,6.0,0.0,100.0,11.0,32.0,0.0,70.0,7.0,35.0,37.0,17.0,72.0,92.0,46.0,12.0,41.0,41.0,33.0,33.0,45.0,11.0,40.0,128.0,67.0,134.0,108.0,87.0,62.0,71.0,44.0,15.0,9.0,5.0,0.0,222.0,32.0,85.0,16.0,70.0,124.0,0.0,22.0,34.0,1.0,56.0,73.0,109.0,25.0,2.0,1.0,107.0,4.0,6.0,5.0,122.0,189.0,369.0,31.0,89.0,54.0,15.0,53.0,103.0,8.0,0.0,16.0,72.0,269.0,199.0,5.0
folA_1_56_B_MM10,192.0,95.0,149.0,185.0,31.0,32.0,390.0,149.0,130.0,121.0,70.0,99.0,121.0,124.0,87.0,54.0,195.0,43.0,37.0,48.0,221.0,487.0,49.0,59.0,152.0,2257.0,869.0,825.0,2.0,0.0,10.0,35.0,3.0,14.0,13.0,57.0,9.0,132.0,51.0,69.0,170.0,96.0,223.0,141.0,55.0,25.0,51.0,99.0,67.0,123.0,56.0,12.0,129.0,152.0,307.0,105.0,96.0,125.0,26.0,145.0,129.0,10.0,3.0,16.0,7.0,476.0,59.0,265.0,59.0,162.0,190.0,2.0,43.0,80.0,0.0,156.0,100.0,249.0,72.0,6.0,10.0,175.0,2.0,4.0,5.0,199.0,305.0,366.0,88.0,99.0,52.0,38.0,239.0,269.0,17.0,0.0,71.0,262.0,1138.0,563.0,18.0
folA_1_56_B_MM11,188.0,64.0,125.0,158.0,22.0,44.0,461.0,88.0,82.0,92.0,22.0,64.0,118.0,151.0,58.0,44.0,187.0,21.0,25.0,43.0,171.0,482.0,60.0,82.0,98.0,1066.0,1981.0,689.0,3.0,0.0,6.0,5.0,0.0,91.0,16.0,42.0,0.0,100.0,80.0,73.0,114.0,48.0,175.0,136.0,57.0,19.0,55.0,101.0,54.0,121.0,45.0,29.0,82.0,215.0,233.0,98.0,170.0,122.0,37.0,165.0,71.0,17.0,5.0,2.0,3.0,445.0,66.0,182.0,41.0,192.0,202.0,7.0,16.0,104.0,1.0,158.0,150.0,195.0,54.0,6.0,0.0,142.0,8.0,14.0,1.0,178.0,403.0,363.0,69.0,161.0,18.0,27.0,143.0,168.0,5.0,2.0,73.0,251.0,720.0,369.0,11.0
