,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,2997.0,208.0,1057.0,1265.0,120.0,140.0,3938.0,275.0,466.0,285.0,2.0,177.0,459.0,776.0,322.0,239.0,804.0,119.0,87.0,34.0,1914.0,2202.0,1239.0,1072.0,593.0,4646.0,5628.0,4283.0,0.0,0.0,0.0,37.0,0.0,1324.0,31.0,366.0,1.0,1202.0,265.0,526.0,1458.0,491.0,1681.0,1308.0,475.0,25.0,542.0,387.0,571.0,339.0,119.0,99.0,287.0,1296.0,839.0,935.0,691.0,766.0,31.0,525.0,671.0,101.0,17.0,0.0,1.0,3282.0,333.0,1918.0,141.0,963.0,1786.0,127.0,19.0,203.0,0.0,806.0,598.0,507.0,65.0,0.0,0.0,982.0,46.0,65.0,0.0,747.0,3552.0,2461.0,507.0,965.0,260.0,4.0,1208.0,895.0,24.0,58.0,187.0,476.0,4925.0,2715.0,0.0
dapA_1_98_B_MM3,117.0,686.0,764.0,1290.0,53.0,237.0,792.0,125.0,85.0,216.0,59.0,801.0,497.0,512.0,455.0,282.0,267.0,312.0,556.0,490.0,0.0,168.0,0.0,40.0,639.0,1525.0,1109.0,1031.0,0.0,0.0,58.0,0.0,0.0,414.0,185.0,0.0,4.0,122.0,103.0,27.0,273.0,464.0,294.0,99.0,356.0,37.0,87.0,88.0,6.0,252.0,33.0,0.0,153.0,304.0,200.0,410.0,459.0,323.0,73.0,332.0,283.0,159.0,7.0,26.0,0.0,812.0,193.0,688.0,93.0,231.0,373.0,0.0,41.0,354.0,0.0,415.0,216.0,170.0,297.0,33.0,114.0,125.0,0.0,0.0,0.0,1108.0,525.0,416.0,106.0,757.0,125.0,52.0,167.0,139.0,124.0,0.0,100.0,71.0,646.0,324.0,0.0
dapA_1_98_B_MM7,1001.0,398.0,2426.0,858.0,145.0,131.0,548.0,97.0,325.0,256.0,142.0,353.0,1297.0,794.0,560.0,356.0,437.0,494.0,190.0,287.0,585.0,1757.0,210.0,313.0,1199.0,3251.0,1812.0,2096.0,92.0,9.0,0.0,229.0,0.0,548.0,147.0,430.0,0.0,333.0,211.0,342.0,461.0,188.0,228.0,251.0,224.0,212.0,179.0,119.0,2.0,609.0,101.0,26.0,11.0,1066.0,814.0,771.0,408.0,340.0,516.0,620.0,189.0,55.0,51.0,41.0,0.0,1511.0,54.0,1758.0,265.0,362.0,554.0,0.0,313.0,283.0,0.0,490.0,265.0,1004.0,60.0,2.0,5.0,272.0,0.0,66.0,28.0,1248.0,687.0,1274.0,1154.0,627.0,22.0,129.0,105.0,103.0,0.0,0.0,47.0,333.0,1581.0,1047.0,119.0
dapA_1_98_B_MM9,974.0,1191.0,1336.0,3577.0,149.0,291.0,1548.0,236.0,5.0,197.0,3.0,767.0,573.0,1338.0,154.0,335.0,1195.0,131.0,233.0,303.0,840.0,3930.0,208.0,1120.0,1517.0,4637.0,7530.0,5220.0,0.0,0.0,1.0,0.0,41.0,1046.0,79.0,509.0,1.0,523.0,314.0,481.0,2069.0,160.0,669.0,361.0,317.0,67.0,247.0,330.0,3.0,346.0,422.0,0.0,313.0,2183.0,1692.0,1375.0,1137.0,1037.0,393.0,1558.0,511.0,171.0,0.0,48.0,17.0,2787.0,256.0,528.0,98.0,445.0,1409.0,38.0,232.0,312.0,0.0,605.0,816.0,886.0,241.0,3.0,21.0,654.0,0.0,44.0,0.0,1455.0,2707.0,2810.0,225.0,1283.0,99.0,65.0,633.0,377.0,63.0,0.0,264.0,938.0,2422.0,2106.0,15.0
dapA_1_98_C,124.0,105.0,110.0,9.0,214.0,32.0,398.0,112.0,24.0,0.0,0.0,220.0,117.0,14.0,325.0,15.0,1.0,1.0,32.0,62.0,289.0,245.0,0.0,0.0,110.0,230.0,241.0,100.0,0.0,0.0,0.0,42.0,0.0,123.0,16.0,14.0,0.0,130.0,0.0,28.0,103.0,129.0,11.0,195.0,133.0,129.0,0.0,19.0,94.0,18.0,39.0,10.0,61.0,17.0,21.0,29.0,11.0,32.0,84.0,39.0,82.0,44.0,0.0,15.0,0.0,4.0,3.0,131.0,135.0,1.0,82.0,53.0,51.0,110.0,0.0,9.0,0.0,281.0,365.0,5.0,0.0,18.0,1.0,70.0,0.0,196.0,1.0,151.0,1.0,209.0,119.0,74.0,267.0,78.0,0.0,1.0,40.0,144.0,151.0,347.0,0.0
dapA_1_98_W_MM1,44.0,18.0,620.0,122.0,65.0,256.0,204.0,46.0,193.0,118.0,25.0,491.0,164.0,245.0,208.0,81.0,36.0,78.0,76.0,222.0,295.0,167.0,0.0,100.0,131.0,314.0,867.0,608.0,0.0,31.0,0.0,0.0,0.0,116.0,0.0,1.0,0.0,0.0,6.0,35.0,126.0,1.0,13.0,58.0,12.0,29.0,11.0,137.0,2.0,36.0,85.0,17.0,1.0,181.0,47.0,261.0,66.0,45.0,167.0,334.0,464.0,33.0,31.0,148.0,68.0,315.0,0.0,320.0,139.0,1.0,26.0,82.0,157.0,292.0,0.0,162.0,17.0,299.0,43.0,7.0,0.0,25.0,36.0,0.0,91.0,198.0,257.0,245.0,20.0,357.0,326.0,17.0,80.0,125.0,0.0,0.0,1.0,238.0,530.0,265.0,19.0
dapA_3_214_B_MM14,2822.0,497.0,364.0,2039.0,61.0,116.0,6716.0,434.0,1377.0,316.0,159.0,577.0,1030.0,2056.0,425.0,70.0,1061.0,148.0,245.0,310.0,1814.0,4584.0,387.0,1564.0,1705.0,8648.0,5493.0,8684.0,0.0,0.0,0.0,173.0,0.0,1365.0,37.0,552.0,0.0,1744.0,314.0,1090.0,1131.0,584.0,1482.0,772.0,517.0,254.0,843.0,823.0,2815.0,998.0,438.0,357.0,1305.0,3139.0,2144.0,1496.0,842.0,1540.0,851.0,937.0,299.0,222.0,1.0,0.0,0.0,2807.0,170.0,1952.0,305.0,1544.0,3195.0,97.0,238.0,367.0,1.0,1133.0,1340.0,1169.0,604.0,0.0,0.0,1785.0,0.0,120.0,0.0,1466.0,4626.0,5551.0,592.0,2105.0,355.0,156.0,2322.0,4072.0,24.0,0.0,65.0,1797.0,8498.0,7213.0,5.0
dapA_3_214_B_MM6,29.0,219.0,128.0,262.0,171.0,111.0,429.0,1292.0,1449.0,362.0,344.0,1029.0,1260.0,461.0,396.0,163.0,28.0,125.0,367.0,271.0,228.0,230.0,0.0,114.0,260.0,908.0,716.0,1010.0,9.0,16.0,0.0,85.0,52.0,703.0,130.0,16.0,0.0,45.0,49.0,25.0,108.0,12.0,393.0,409.0,136.0,27.0,28.0,37.0,33.0,42.0,165.0,0.0,171.0,323.0,169.0,151.0,103.0,311.0,240.0,561.0,402.0,57.0,40.0,10.0,0.0,1090.0,515.0,604.0,176.0,86.0,80.0,24.0,218.0,299.0,15.0,400.0,182.0,718.0,67.0,3.0,23.0,32.0,0.0,72.0,0.0,1124.0,716.0,651.0,191.0,1039.0,61.0,271.0,201.0,103.0,0.0,0.0,58.0,173.0,897.0,678.0,0.0
dapA_3_214_B_MM9,244.0,63.0,280.0,159.0,53.0,100.0,245.0,834.0,712.0,612.0,616.0,363.0,584.0,329.0,341.0,349.0,52.0,186.0,575.0,223.0,265.0,743.0,9.0,112.0,531.0,1521.0,734.0,1188.0,3.0,1.0,0.0,0.0,0.0,270.0,155.0,58.0,0.0,88.0,43.0,33.0,10.0,9.0,491.0,73.0,72.0,386.0,66.0,256.0,70.0,304.0,90.0,1.0,302.0,165.0,122.0,332.0,320.0,42.0,477.0,245.0,270.0,59.0,38.0,100.0,2.0,166.0,399.0,736.0,123.0,167.0,130.0,0.0,0.0,166.0,7.0,391.0,540.0,804.0,146.0,1.0,14.0,33.0,38.0,24.0,3.0,832.0,597.0,690.0,399.0,1251.0,244.0,180.0,211.0,128.0,0.0,0.0,1.0,57.0,321.0,262.0,20.0
dapA_3_214_C,505.0,223.0,144.0,34.0,175.0,204.0,20.0,602.0,687.0,1151.0,461.0,444.0,660.0,758.0,250.0,36.0,227.0,273.0,114.0,120.0,211.0,176.0,39.0,34.0,100.0,713.0,861.0,1054.0,0.0,0.0,0.0,0.0,0.0,408.0,71.0,21.0,0.0,121.0,109.0,1.0,175.0,40.0,62.0,178.0,11.0,483.0,0.0,77.0,38.0,181.0,92.0,21.0,115.0,282.0,93.0,351.0,719.0,180.0,327.0,206.0,304.0,5.0,176.0,19.0,0.0,1028.0,163.0,77.0,299.0,181.0,152.0,30.0,410.0,701.0,0.0,144.0,486.0,468.0,229.0,0.0,34.0,51.0,41.0,18.0,18.0,602.0,631.0,303.0,268.0,145.0,167.0,229.0,302.0,188.0,0.0,0.0,32.0,373.0,470.0,648.0,5.0
