,dapA_1_98_B_MM14,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapA_1_98_W_MM1,dapA_3_214_B_MM14,dapA_3_214_B_MM6,dapA_3_214_B_MM9,dapA_3_214_C,dapA_3_214_W_MM1,dapB_1_18_B_MM11,dapB_1_18_B_MM13,dapB_1_18_B_MM14,dapB_1_18_B_MM5,dapB_1_18_C,dapB_3_239_B_MM14,dapB_3_239_B_MM9,dapB_3_239_C,dapB_3_239_W_MM1,fake_negC_rand_18,fake_negC_rand_28,fake_negC_rand_31,fake_negC_rand_42,fake_negC_rand_43,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,gdhA_1_42_B_MM10,gdhA_1_42_B_MM14,gdhA_1_42_B_MM4,gdhA_1_42_B_MM6,gdhA_1_42_B_MM8,gdhA_1_42_C,gdhA_3_216_B_MM10,gdhA_3_216_B_MM14,gdhA_3_216_B_MM4,gdhA_3_216_B_MM6,gdhA_3_216_B_MM8,gdhA_3_216_C,gltB_1_17_B_MM10,gltB_1_17_B_MM14,gltB_1_17_B_MM4,gltB_1_17_B_MM6,gltB_1_17_B_MM8,gltB_1_17_C,gltB_3_284_B_MM10,gltB_3_284_B_MM14,gltB_3_284_B_MM4,gltB_3_284_B_MM6,gltB_3_284_B_MM8,gltB_3_284_C,glyA_1_26_B_MM11,glyA_1_26_B_MM12,glyA_1_26_B_MM4,glyA_1_26_B_MM8,glyA_1_26_B_MM9,glyA_1_26_C,glyA_3_279_B_MM14,glyA_3_279_B_MM3,glyA_3_279_B_MM6,glyA_3_279_C,negC_rand_42,purL_1_25_B_MM14,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purL_3_201_B_MM11,purL_3_201_B_MM14,purL_3_201_B_MM5,purL_3_201_B_MM9,purL_3_201_C,purL_3_201_W_MM1,purN_1_86_B_MM12,purN_1_86_B_MM2,purN_1_86_B_MM4,purN_1_86_C,purN_3_238_B_MM10,purN_3_238_B_MM11,purN_3_238_B_MM14,purN_3_238_B_MM4,purN_3_238_B_MM5,purN_3_238_C,purN_3_238_W_MM1,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
dapA_1_98_B_MM14,3392.0,697.0,1324.0,1599.0,202.0,515.0,2840.0,780.0,1334.0,638.0,208.0,773.0,508.0,1329.0,939.0,261.0,676.0,235.0,466.0,217.0,1343.0,2434.0,1104.0,1283.0,715.0,3732.0,3869.0,3215.0,114.0,11.0,44.0,60.0,3.0,778.0,280.0,734.0,40.0,872.0,187.0,386.0,1374.0,334.0,1458.0,755.0,627.0,165.0,703.0,873.0,338.0,550.0,299.0,314.0,506.0,2032.0,1257.0,1037.0,833.0,950.0,232.0,412.0,1270.0,161.0,60.0,7.0,18.0,2331.0,293.0,1704.0,414.0,882.0,1305.0,127.0,51.0,488.0,3.0,614.0,772.0,992.0,761.0,41.0,89.0,1037.0,62.0,116.0,16.0,1422.0,2785.0,2302.0,543.0,1621.0,683.0,258.0,1765.0,752.0,122.0,100.0,648.0,716.0,2535.0,1759.0,361.0
dapA_1_98_B_MM3,690.0,2639.0,1670.0,2899.0,387.0,511.0,1984.0,953.0,857.0,630.0,559.0,1305.0,1903.0,1016.0,1185.0,578.0,584.0,253.0,985.0,1605.0,423.0,689.0,219.0,192.0,1153.0,2368.0,2394.0,2046.0,8.0,48.0,41.0,50.0,29.0,1053.0,360.0,135.0,44.0,896.0,207.0,254.0,419.0,530.0,606.0,304.0,427.0,227.0,185.0,565.0,128.0,595.0,275.0,15.0,179.0,737.0,526.0,734.0,862.0,964.0,203.0,1044.0,907.0,240.0,74.0,190.0,32.0,1561.0,328.0,1496.0,571.0,491.0,813.0,92.0,181.0,775.0,0.0,408.0,737.0,1099.0,464.0,40.0,48.0,407.0,44.0,55.0,51.0,1923.0,1267.0,889.0,780.0,2109.0,394.0,563.0,476.0,287.0,78.0,86.0,923.0,469.0,1357.0,1151.0,170.0
dapA_1_98_B_MM7,1403.0,952.0,5309.0,1521.0,728.0,825.0,1295.0,764.0,651.0,1174.0,670.0,1070.0,2661.0,1904.0,1477.0,532.0,807.0,966.0,634.0,803.0,1024.0,2386.0,332.0,639.0,1635.0,4853.0,3450.0,3414.0,152.0,103.0,40.0,145.0,51.0,1325.0,539.0,989.0,0.0,674.0,448.0,520.0,971.0,616.0,777.0,549.0,281.0,229.0,454.0,376.0,353.0,487.0,293.0,133.0,338.0,1430.0,1927.0,1386.0,1072.0,1634.0,724.0,746.0,1202.0,339.0,165.0,118.0,17.0,2299.0,380.0,2528.0,713.0,828.0,803.0,37.0,429.0,601.0,1.0,1173.0,808.0,1967.0,341.0,110.0,56.0,614.0,29.0,205.0,84.0,2361.0,1946.0,3075.0,1837.0,1615.0,562.0,363.0,643.0,511.0,155.0,34.0,1020.0,1069.0,2723.0,2753.0,443.0
dapA_1_98_B_MM9,1811.0,1446.0,2078.0,3958.0,359.0,950.0,1744.0,868.0,460.0,775.0,381.0,976.0,1260.0,1530.0,728.0,319.0,1382.0,340.0,830.0,1138.0,741.0,3999.0,376.0,1212.0,1603.0,4812.0,4838.0,3995.0,171.0,86.0,77.0,94.0,72.0,1631.0,117.0,461.0,38.0,656.0,330.0,373.0,2325.0,268.0,767.0,1377.0,732.0,59.0,1022.0,458.0,59.0,518.0,844.0,141.0,441.0,2853.0,1889.0,1785.0,1444.0,1414.0,522.0,1324.0,1103.0,270.0,49.0,94.0,108.0,3384.0,491.0,1350.0,358.0,660.0,1664.0,40.0,363.0,721.0,7.0,1105.0,1424.0,1064.0,434.0,76.0,26.0,843.0,243.0,93.0,42.0,2444.0,2639.0,2664.0,672.0,2027.0,626.0,557.0,775.0,1145.0,57.0,13.0,855.0,1643.0,2486.0,2615.0,287.0
dapA_1_98_C,242.0,409.0,577.0,206.0,826.0,128.0,941.0,347.0,378.0,212.0,197.0,777.0,467.0,362.0,1059.0,655.0,38.0,131.0,451.0,494.0,259.0,415.0,60.0,97.0,298.0,1061.0,676.0,431.0,61.0,68.0,145.0,219.0,6.0,298.0,212.0,108.0,38.0,111.0,45.0,130.0,94.0,18.0,85.0,126.0,147.0,227.0,276.0,41.0,169.0,73.0,15.0,14.0,415.0,269.0,300.0,468.0,375.0,237.0,399.0,348.0,438.0,360.0,158.0,8.0,13.0,345.0,176.0,327.0,161.0,476.0,105.0,16.0,206.0,470.0,1.0,146.0,136.0,504.0,300.0,1.0,5.0,139.0,94.0,119.0,50.0,469.0,350.0,252.0,30.0,943.0,1036.0,267.0,277.0,304.0,99.0,11.0,364.0,555.0,289.0,456.0,154.0
dapA_1_98_W_MM1,360.0,805.0,848.0,631.0,206.0,1751.0,719.0,487.0,436.0,719.0,623.0,1176.0,1513.0,1097.0,1201.0,654.0,232.0,253.0,458.0,435.0,490.0,379.0,133.0,70.0,519.0,1195.0,1264.0,928.0,75.0,14.0,56.0,52.0,24.0,339.0,188.0,132.0,52.0,286.0,87.0,82.0,348.0,193.0,324.0,245.0,123.0,240.0,188.0,287.0,119.0,316.0,82.0,49.0,270.0,441.0,625.0,523.0,570.0,511.0,232.0,623.0,1040.0,154.0,161.0,242.0,78.0,1191.0,224.0,543.0,248.0,216.0,215.0,66.0,465.0,545.0,31.0,250.0,172.0,430.0,169.0,53.0,18.0,406.0,58.0,6.0,183.0,1326.0,648.0,876.0,289.0,840.0,546.0,302.0,562.0,417.0,91.0,0.0,752.0,597.0,810.0,1126.0,336.0
dapA_3_214_B_MM14,1601.0,1209.0,1060.0,1683.0,220.0,741.0,6350.0,1408.0,974.0,970.0,820.0,769.0,1352.0,1837.0,1416.0,308.0,901.0,184.0,463.0,633.0,1442.0,3418.0,598.0,1250.0,1831.0,7530.0,5018.0,7158.0,33.0,161.0,159.0,214.0,7.0,1799.0,234.0,370.0,31.0,1240.0,240.0,857.0,527.0,821.0,1683.0,1206.0,911.0,521.0,1059.0,822.0,2122.0,1742.0,693.0,226.0,1806.0,2778.0,2640.0,958.0,1225.0,1922.0,177.0,960.0,853.0,261.0,217.0,91.0,19.0,2237.0,488.0,2071.0,459.0,1178.0,2368.0,80.0,177.0,621.0,15.0,1230.0,1051.0,986.0,432.0,37.0,147.0,1355.0,56.0,133.0,168.0,2550.0,2973.0,4120.0,1091.0,2716.0,311.0,715.0,1607.0,2500.0,69.0,2.0,355.0,1660.0,4613.0,4047.0,485.0
dapA_3_214_B_MM6,620.0,609.0,755.0,453.0,380.0,573.0,1402.0,4010.0,1613.0,1146.0,766.0,1731.0,2630.0,1692.0,1536.0,592.0,227.0,503.0,996.0,1265.0,565.0,1110.0,67.0,117.0,582.0,3365.0,1744.0,2429.0,3.0,99.0,270.0,468.0,3.0,1466.0,844.0,170.0,54.0,417.0,390.0,376.0,714.0,172.0,753.0,758.0,336.0,295.0,531.0,335.0,105.0,401.0,157.0,148.0,510.0,861.0,1212.0,598.0,418.0,527.0,595.0,1123.0,1293.0,325.0,172.0,125.0,100.0,1736.0,889.0,1439.0,159.0,137.0,708.0,44.0,522.0,955.0,15.0,1013.0,430.0,1861.0,404.0,143.0,20.0,322.0,21.0,209.0,90.0,1644.0,1967.0,1832.0,816.0,2749.0,449.0,600.0,306.0,816.0,149.0,36.0,864.0,583.0,1542.0,1391.0,725.0
dapA_3_214_B_MM9,385.0,332.0,403.0,486.0,166.0,359.0,847.0,1056.0,2610.0,1372.0,508.0,1234.0,1123.0,1096.0,1162.0,459.0,476.0,330.0,1020.0,1175.0,743.0,1341.0,85.0,138.0,752.0,2089.0,1614.0,2062.0,95.0,189.0,14.0,102.0,55.0,1020.0,465.0,78.0,15.0,241.0,165.0,180.0,477.0,77.0,671.0,484.0,178.0,425.0,160.0,454.0,400.0,318.0,273.0,34.0,307.0,1196.0,539.0,777.0,555.0,407.0,515.0,438.0,779.0,420.0,98.0,229.0,133.0,1525.0,473.0,1259.0,257.0,474.0,263.0,69.0,186.0,403.0,22.0,755.0,576.0,1006.0,283.0,7.0,98.0,165.0,109.0,106.0,74.0,1810.0,1685.0,1212.0,292.0,1864.0,618.0,967.0,893.0,505.0,36.0,1.0,261.0,301.0,1222.0,1164.0,190.0
dapA_3_214_C,654.0,774.0,499.0,581.0,356.0,671.0,1003.0,1870.0,1536.0,3389.0,1106.0,1896.0,2134.0,1692.0,1272.0,1767.0,473.0,458.0,666.0,1009.0,795.0,1121.0,119.0,125.0,1184.0,3293.0,2112.0,2375.0,83.0,276.0,132.0,267.0,59.0,1053.0,699.0,80.0,58.0,414.0,204.0,101.0,439.0,299.0,695.0,679.0,260.0,643.0,201.0,571.0,170.0,201.0,256.0,148.0,347.0,569.0,528.0,598.0,664.0,771.0,947.0,858.0,1322.0,331.0,435.0,140.0,86.0,1734.0,546.0,801.0,698.0,325.0,598.0,205.0,1052.0,1082.0,15.0,1100.0,520.0,1444.0,401.0,64.0,105.0,980.0,46.0,152.0,123.0,2546.0,1255.0,1956.0,871.0,1105.0,898.0,755.0,1184.0,727.0,171.0,1.0,452.0,1011.0,1766.0,1437.0,245.0
